"response","KCNA5","SCRN3","SLC6A8","GPR64","TBKBP1","PROM1","GRAMD3","RAD23B","TNRC6B","ATXN1","NADSYN1","FCGR2C","ATM","ERLIN2","MRC2","AGL","AGBL5","PRPSAP2","COL4A4","HMBOX1","FMO1","PABPC3","GOLPH3L","EDG5","SEMA3B","ARTS.1","TTLL5","AZI2","AURKB","ASCL2","ISG20L1","MAL","RPP21","NEK11","RHOBTB1","DAPP1","HMP19","DDO","OR2F2","SIVA1","DNAJB5","ADAMTSL3","HBXIP","ARHGEF12","HOXC10","OR51E2","TIMM22","SEMA3A","CEL","AMBP","SDF2L1","TAF4","RPGRIP1","CANT1","PCDH7","OCLN","TRIM36","MGLL","ALMS1","HABP2","IGFBP7","NPC2","RRP1","EVL","MRPL49","DHRS12","ZC3H13","TTLL12","RRH","KIAA1199","PHLDB1","HNRPA3","APEH","SLC19A1","GPC4","HRH4","FPGS","CIDEA","ULBP1","GUCY1B3","ITGB2","TTK","TSPAN2","TOMM40","CADM3","PTPLA","RABL5","ZNF492","FBLN1","ENTPD4","HPGD","P18SRP","MATK","C16orf57","X41519","PLVAP","ZBED2","BCL7C","POLR1E","PRKCQ","CINP","LITAF","KLF10","CCRK","DKFZP564O0823","ZNF197","PRAMEF10","TNFRSF17","LOC374395","PDCD1LG2","C5orf13","TNKS","KREMEN2","H2AFY","TMEM47","RFK","PSME2","ORM1","TAF9B","PALM","COX7C","NDUFB8","ENO1","KLHDC3","ATG12","GSTK1","PYY","PTX3","G0S2","MYO7B","AAK1","HSPA14","FAM128A","CLCN3","C11orf10","DUS4L","SCARF1","ATP7A","NOL1","TGFBR3","C5orf5","NAP1L4","SDCCAG3","NPBWR2","PPM1H","FAM49B","SFRS16","TLK2","BRWD2","PGRMC2","PFN1","GGA3","LMO3","OPLAH","CKB","S100A4","C6orf130","HNRNPU","NCAN","USP6","SLC6A3","EIF4E","KIAA0586","FNDC4","SCNN1B","PHF20L1","PPP1R13B","DYNC1LI1","CHIC2","RABL4","IKBKB","SFRS12","SPINK1","PVRL3","TMEM38B","YARS","FADS2","GPR143","F2R","HEPH","MAD2L1","GM2A","KIAA1704","FLAD1","GTF3C4","ECT2","C1orf54","SH2D3A","SLC24A3","THRB","PMM2","NPAS3","PDIA3","FLG","HOXA9","KBTBD10","IDH2","SYNJ2","ELAVL2","RBM12B"
194,3.417895383,2.924883979,6.289359408,5.444688108,4.28091502,6.737100216,4.94756239,8.988521828,5.334795656,4.897263381,4.581101718,3.419740088,4.801378596,5.84856153,5.352788232,6.760846518,5.521815709,7.939882802,3.027804949,5.955486912,4.587445855,8.532218336,7.131227567,3.850261725,3.895893632,3.932402567,4.441464145,4.540033653,5.58007773,3.23232489,4.904137073,6.290311397,7.871445248,4.218782563,5.004336382,6.055371812,3.438639461,3.158952777,3.088380492,7.434119785,3.750673358,3.105425963,9.551648188,5.427227408,5.044037519,3.327943734,5.955337646,3.791543483,8.333863986,3.444181682,6.072928439,5.056087452,3.454896664,8.298037809,3.452499412,4.555633776,3.268786407,4.367846097,6.491269736,3.448040161,10.77356925,10.45185402,4.869777378,6.18881851,7.800307381,3.883045864,5.141900386,6.181918535,3.192198434,4.217984905,4.560906536,7.070580232,5.658000484,3.796065064,7.557832002,3.232976087,5.218776652,3.582344385,3.629231314,4.913479294,4.98714125,9.054242116,3.889601252,6.016678239,3.695295526,3.319640977,6.079219618,6.07870005,4.860130291,5.070971593,4.427788276,4.209262071,3.536919836,4.514449443,9.211667323,4.856820155,3.716286742,6.427433827,5.070583835,3.836960773,6.245070571,9.530149472,7.816665535,3.875011262,3.651566568,4.684601712,3.320152417,4.039276857,4.477376973,2.879588858,9.607510815,4.335350416,4.170889769,8.161596616,8.013767183,6.671052929,8.100591765,3.064382277,3.255051484,4.99434748,11.27278482,7.603628382,8.277173442,6.466492368,5.304053805,7.597264106,4.569757586,6.957575814,4.286379807,3.827991365,3.828638573,8.269140951,9.339298602,4.635070429,11.26418514,5.025496809,3.764676136,5.666783762,7.304039457,7.454819497,6.490262948,6.842119156,6.251932079,2.837324087,4.566731718,8.283199866,6.678607123,6.971662301,7.181467279,6.974259216,8.272002514,4.954762699,8.207068404,3.100256491,7.546954732,10.84847681,5.902279603,5.763019727,3.568600509,4.419006682,3.276412544,7.359890281,4.371632958,4.421788637,3.3189926,4.842542556,5.467604306,5.937688467,6.193347134,4.630840008,5.218228566,8.926680653,4.969165598,8.176776242,5.1141873,7.703269522,4.542832679,4.157420184,4.502617324,4.063889093,8.916328882,4.597312079,4.780894447,5.91955305,5.449059076,9.012532474,5.168171242,3.778839938,4.694930849,4.202326381,6.569793041,4.79389845,9.92679736,3.060900225,3.799371552,2.901641688,7.184440297,3.968813369,3.219421435,4.408463729
1189,3.978405332,3.747231602,6.351543439,6.872714047,3.948207511,3.588819497,4.812956172,8.649616687,5.604907555,5.896186962,4.534209184,3.220469701,4.633505583,6.484863695,6.040727004,7.482608573,6.593136681,7.156035073,2.925255338,7.367551127,5.276803122,8.397621238,7.999920628,3.218777538,4.335249678,3.582819267,4.426838407,5.395835858,6.619215961,3.093681101,4.973877231,7.487240693,7.607783388,5.657173628,5.613528703,5.610853519,3.366430011,3.204090791,3.175144128,6.686035278,4.271143686,3.467005083,9.052930507,5.242264375,3.781758308,3.0609576,6.03282111,4.020139823,5.002571256,3.194174762,6.216098841,4.85261961,3.236887323,6.361622029,3.537731707,5.066144224,3.745426394,5.263514215,6.046643441,3.314412448,10.30217187,9.872881501,4.792571083,5.927687463,7.582163234,3.915891229,5.124785517,5.653526282,3.231160962,8.521026829,4.666278406,7.909099912,6.931012664,3.712369983,5.569205128,2.94035088,5.335652452,3.588177857,3.301017464,6.546456237,6.855883513,8.838026291,3.612708572,6.199037999,3.582242842,5.596900507,5.171135404,5.126602237,4.647903903,5.461885193,4.242305813,4.022302956,3.222764986,5.265475267,9.412708997,4.873049876,6.32908488,5.713324629,5.773530018,6.13641997,6.723407119,7.39365833,7.62079783,4.464481063,4.053536995,3.897989807,3.283496628,3.572744514,3.919479673,2.839240702,8.375332874,4.778934259,4.121498421,8.030513747,8.079734442,7.165910314,9.926578323,2.862045063,3.351832267,4.479508797,10.77571516,8.436993342,8.966733119,6.705819769,5.755564878,8.002834583,3.068678249,4.990851157,5.716180907,3.87358276,3.888905139,7.312335553,9.00700536,4.979884457,10.1388786,5.146819574,3.693846046,5.016644577,6.982461404,6.988287257,6.331106102,6.60399244,5.770427783,2.866383486,5.194420523,7.849791919,6.086016005,6.022172893,8.134647225,6.327554426,9.663043579,4.801233622,4.883357108,5.217119489,7.894094365,8.936651327,7.251575158,5.905276817,3.604706823,4.177814591,3.623969989,6.512301266,4.463288002,4.158798729,3.050178137,4.602036403,6.033633041,6.80087986,7.050537209,5.069563509,4.925879551,6.861832247,3.091385668,7.065073571,3.705220209,7.721845378,5.424472078,4.135010938,5.214793414,4.352904586,8.01545725,4.82216361,4.572025808,5.785752074,6.525869045,8.44666585,6.047823689,4.125273774,4.586637671,3.958268079,5.4253637,5.275414251,9.757199033,2.816083364,3.491682235,2.920047402,8.99430561,4.538615702,3.172857953,3.979072845
1018,3.560152281,3.411995533,5.484852512,7.367862623,4.278895337,3.412505758,5.467021009,7.841594099,5.118611145,4.982597359,5.018978963,3.584318569,4.708247099,6.698046911,6.453409682,5.885488507,5.7474825,7.10767955,2.932966224,6.566959165,3.957056862,7.924771646,7.645858933,3.64079501,3.901530016,3.476375645,4.18859126,5.031552803,5.767081397,3.327890709,5.239367776,7.548788167,7.143615518,5.54334234,5.35559978,5.089956336,3.487030141,3.363106355,3.261547911,5.854048934,3.549274457,3.187893745,9.719465697,5.157849579,3.542178283,3.413270758,4.96688297,3.211809295,4.84243782,3.300463445,6.035324847,4.962259627,3.45923811,5.757802095,3.277055926,4.017134633,3.398099768,5.182385563,5.502637718,3.455277296,10.76158613,10.24099348,5.415783023,5.529361324,8.674632369,3.684340171,4.627195317,5.329301037,3.186267969,6.491990064,4.790726224,7.24213642,7.211041054,3.939216457,5.155142177,3.248753807,5.316677484,3.323880221,3.595873793,6.60267712,7.435027856,6.755110884,3.449198908,4.775253194,3.523398997,4.010941731,4.779296548,4.961183738,3.546064643,4.688016117,4.301255593,3.565994094,3.413828557,4.660996914,9.738218356,4.401453113,5.843561983,5.110372749,4.259593433,5.765602364,5.72636193,7.437015192,7.086213828,4.111700036,3.881484062,3.744769796,3.246521857,3.937420249,4.105837232,2.80586252,6.395101705,5.048287967,4.157243764,7.614694906,3.975117809,6.344391275,10.3404611,3.503842718,3.20794106,3.799167768,9.656126842,8.294446451,7.813340163,5.965854199,5.571713302,7.60626852,3.189132316,7.768626047,4.046299554,3.589803364,3.940972628,7.177921319,8.5759115,5.027041718,10.70361826,5.370720128,3.894912197,4.334373682,6.947076308,7.871821785,5.761791538,6.304669385,6.419403202,2.990064828,5.858241911,7.01670136,5.535485649,5.620463607,6.444782498,5.650089445,9.166815417,4.497930877,3.427210014,5.141246978,7.75542949,7.93953949,6.109667604,5.820020474,3.78417403,4.314589467,3.474662768,6.379246146,4.32305751,4.188694327,2.897392095,4.219938797,5.256222656,6.790756446,6.600582745,5.575872502,4.521146675,6.037439709,3.416325418,4.936663816,3.879677004,8.777348836,4.514749805,6.533698899,3.673248466,3.76864119,7.032070621,4.909867271,4.184731452,5.751082053,5.729608194,6.220850781,5.319340533,3.640596893,3.666421991,3.968638759,5.572294642,4.754475296,9.546460947,2.91737126,4.073262604,3.081388838,9.162219972,4.240558877,3.196992413,4.243938524
1768,3.697699683,3.070659168,6.536703726,9.501183,4.422911695,9.429544788,5.37579208,7.076645184,5.579342872,6.095860405,6.15749235,3.544946633,5.420905336,4.715242188,7.061437614,7.890422935,5.594764926,4.973630546,2.938191634,5.742562733,5.460417899,8.627572846,7.959176312,3.524755949,4.689358951,4.096202172,4.43290771,4.020692778,4.925218116,3.016082756,5.580757364,10.76254395,7.219964048,5.06035142,4.993524617,6.076527106,3.418721604,3.318425306,3.378282948,6.077435437,3.701331212,3.123803616,8.724024054,6.1304719,3.81416105,3.264766435,4.545737154,4.30658603,3.39465724,3.396108504,6.386593113,5.076889464,3.416548865,6.827736064,3.435128096,4.139660949,3.394473554,5.056143695,5.586765357,3.779296548,10.99821845,10.20819595,4.99249808,6.031878354,6.842795155,4.223176547,4.884237887,6.366535532,3.174896584,5.258374097,4.798332963,6.920562391,5.405150944,3.962000442,6.850848101,3.165496193,5.581247368,3.540337723,3.330960768,6.831221216,6.863571139,7.612547505,3.188311449,5.842747304,3.594305694,5.303834388,4.353578689,4.737126939,6.118014296,4.834238307,3.474226803,3.792870207,3.684726901,5.247130887,8.150291315,5.444237553,8.856092933,6.481582911,4.779017047,6.708525496,6.108369554,7.764090928,6.809024153,3.888280607,3.97619455,3.841005005,3.187404633,3.512804348,4.531909219,2.816939888,7.253139553,4.221220842,3.825559856,7.68085729,7.342821112,6.736530653,9.109862051,3.294273114,3.202413973,4.228682932,10.50327438,7.948178721,7.737063071,6.174390397,5.590028688,7.870076442,3.30309565,9.526007002,4.934827271,3.742014141,3.879591569,6.842810497,9.343653775,5.556489917,9.984764032,4.482837,3.645490337,4.149827731,7.673585455,7.620471549,4.895117693,6.375478712,5.671256952,2.926209928,5.944683558,6.999516734,5.917904228,6.014650174,6.129734072,6.374134195,9.478811949,5.035860102,5.045939259,5.586496229,6.775675077,7.353355773,5.810907343,5.600893484,3.81989597,4.290791303,3.7806547,5.33022061,4.394612106,4.338221559,3.135032394,5.263021564,6.377596068,4.614459359,6.907156754,5.33158247,5.308017885,6.892920834,3.306141674,4.772658195,3.660160782,8.884453759,5.184806652,4.230486517,5.35721451,4.428476978,6.513974153,4.703013879,4.109016333,5.539827354,5.269672318,5.730680024,5.458100547,4.16979276,3.768480874,3.9716509,6.674652194,4.436982035,9.775384525,2.771732457,3.594448536,2.759419191,8.448191815,4.755756173,3.009875078,4.069126029
16,3.411228046,3.25426109,7.269003654,7.787580684,3.897120434,3.15153378,8.1019425,8.812853575,6.054049468,6.649319668,5.172371042,3.268090482,5.359609898,6.73423299,6.976792481,6.467956235,6.519810673,7.202534739,3.256463399,6.364571925,3.94971292,7.608996866,7.933465908,3.091240377,4.442495813,3.943893645,4.371892141,5.598937325,5.687889505,2.981134083,5.001685477,8.131686491,6.829857618,6.024933522,5.057007582,5.590241069,3.182057098,3.26154332,3.289412602,7.074448888,3.821298114,2.773762905,8.246590281,5.110748367,5.161910864,3.015058364,4.725479742,4.265496013,3.1957385,2.958405713,7.467561273,5.356910644,3.586951084,6.826774232,3.442678927,7.758690055,3.668092703,4.369974942,5.331406021,3.560552197,12.04874578,9.986491002,4.915315388,4.927984976,7.949509179,4.240262613,4.942145325,5.463124702,2.919938692,5.587400644,4.195968381,7.513743737,7.456532771,3.557831651,4.095195464,2.989921608,4.788536736,3.289030068,3.366295931,7.087871981,5.452064114,9.366384919,3.926547378,6.706777493,3.300828999,6.579366583,5.7390185,6.384703003,4.2675301,5.937537887,3.504704324,4.697531393,3.167951125,4.772985228,10.32404399,3.791947022,10.18613812,5.815293088,5.744093903,3.546497098,6.831886783,8.283049201,7.788269177,4.498067026,6.013427807,3.566072393,3.401581362,3.607132176,3.763043441,3.034740538,7.369809116,4.201283991,3.250913371,8.39007578,3.305648342,6.498481604,9.915072802,3.290434728,3.310313363,5.679442407,11.16640952,8.065964002,9.245436359,5.711215863,5.850991797,6.941952776,3.164908768,7.204600695,4.726711683,3.786955756,3.714812104,7.132404651,8.399195377,5.922591661,10.18193794,6.026430572,3.562674365,4.038655469,6.84380003,6.163305091,6.426568692,7.093317779,6.625177294,3.026186379,6.889179279,7.218706453,6.376584342,5.890751884,7.127333796,6.15464446,9.959661607,4.375303307,3.290834322,4.523519962,9.065245685,4.961205557,7.488670799,5.590898807,3.124705387,3.760894728,3.503074891,6.976202506,4.791341969,4.347810442,2.99915876,3.996667774,5.581091371,6.031794071,6.706151766,5.629530274,5.180496511,8.016303667,3.416598601,6.676696054,4.494546046,7.407930813,4.483115594,5.238614365,4.904042597,6.048760908,9.182625006,5.1384529,4.645976759,5.820318344,5.971165587,9.000831468,5.54301258,4.10959444,3.835266317,3.529871239,6.334690651,3.793844783,9.322961272,8.264238699,3.823302898,3.148007137,8.651174788,4.316198101,3.068790248,4.434922393
759,3.137519502,3.384158206,4.983349928,7.774457619,4.296464101,3.830640635,7.035695184,7.725796431,6.051082289,5.684309562,4.826652443,3.436983941,5.206676065,6.924171697,6.92565639,7.540077889,7.29997599,6.896081707,3.036186527,6.595726425,4.017793726,8.999639221,8.014876582,3.446426574,4.674036088,4.03573931,4.404532092,5.247159868,4.111268304,3.076047846,5.077693435,4.358295986,7.434294165,6.426067129,5.266999801,5.479627208,3.316412055,3.150401958,3.285525547,6.265932325,3.392012867,3.139657046,9.190354903,5.878350419,3.236001049,2.909813631,4.746914358,3.295590992,2.929046609,3.284083047,6.886821941,4.63554831,3.176404494,7.512938618,3.656939136,5.185951725,4.127425431,9.393558833,5.165252816,3.479658289,10.55425779,10.88278221,5.449714027,5.590118831,8.036081697,4.670414104,5.421783373,6.434027368,3.024345834,5.213038195,4.502802068,7.045669687,8.09343852,3.714015088,3.879442467,2.953427576,5.361082771,3.374694331,3.192788397,3.726509533,7.094302116,5.234195431,3.982045627,6.047737338,3.436036422,4.593126762,4.789599909,4.121160223,5.562797088,5.714456939,3.359424779,4.382219114,3.349955812,5.459312039,9.179557282,5.808716971,9.906380061,5.975832403,5.768457855,5.931535387,6.473570379,8.481476486,8.276137756,3.914138374,3.724058622,3.429476341,3.200986882,3.441696522,4.245452897,2.883349742,5.831212033,4.523560161,4.170670067,7.441663346,4.029835845,6.722393769,9.040498429,3.024156086,3.603351628,5.234054036,10.65332072,8.305282337,8.353420659,6.22680214,5.841979946,9.514711045,3.145863752,5.71924404,5.244012007,3.865094848,4.176071163,6.257109262,8.352490167,6.968891044,10.28142905,4.796143112,3.299304456,4.959435474,6.349657701,7.757511379,5.685777632,7.100701955,5.782895758,3.306845626,3.609936422,7.01081559,5.395459349,4.886076096,7.035616158,6.362397895,9.857634236,5.35969032,3.020502888,5.073195745,8.327907425,11.86865698,6.462554194,5.591757331,3.730649346,3.721443543,3.393235682,6.133583597,3.998677363,5.39952906,3.142856188,4.112528434,5.500209373,7.082233195,6.536639349,4.388975322,5.180367511,7.007746076,3.025404379,3.718098022,4.01952897,8.39945448,5.389168245,4.542607653,4.415870815,5.255510703,5.796711504,5.090266548,4.472843022,5.781983169,5.233803528,6.760671021,5.61942241,4.537162224,3.790098977,4.230748888,6.036244894,4.273145068,9.932042777,2.946347056,7.013312279,2.847019102,7.07936352,4.479660879,2.905378007,4.083426737
3525,3.484266436,3.602124439,5.233828244,9.613578386,4.196285138,8.062338033,6.011564761,7.958551742,5.248112446,5.724735327,5.037283519,3.351998825,5.841603408,5.928684898,6.150435738,7.116690587,7.681645703,7.350838312,3.109858704,6.131502342,4.208017889,8.464957239,8.780696446,3.387256262,4.530357992,3.797603745,4.254366636,5.342232996,5.226598434,3.018845715,4.556363148,9.069644303,7.490603885,6.031019987,6.807068715,5.629726804,3.259521601,3.416754111,3.42664649,6.50337945,3.451149472,3.477700962,9.770787175,5.663026418,3.251773924,3.16518886,5.783688692,6.038037332,3.322927449,3.077126692,6.890739084,4.832100005,3.343633852,6.995913327,3.544392492,4.365667122,3.266222935,4.927130693,5.589418219,3.567592208,10.99395368,10.78860076,4.849575569,6.191939347,8.600358949,4.515176345,5.268964689,6.199908786,3.219717283,5.75387951,4.527368544,7.066341998,7.963260444,3.965954045,7.190636578,3.138947955,5.092160307,3.507321266,3.308711619,4.15132226,8.094913524,6.699704503,3.417954599,5.592445403,3.818896821,4.738569988,4.581674806,4.616113887,4.231061911,4.774124182,4.637095793,3.90771606,3.200409693,5.209839448,9.45600328,3.505494303,6.425016725,6.266523781,6.723232842,5.961029406,6.503289424,8.065481055,7.542207337,4.142289857,4.18003889,3.811464069,3.207877479,3.458920708,4.280809701,2.89917324,7.80465768,4.178083829,4.176933404,7.715450007,6.223899627,6.389872609,8.953596843,4.661014969,3.66640888,4.536005029,10.55251315,8.528075847,8.60398848,7.543381992,6.042565818,9.02683308,2.910636143,6.192240884,5.479674816,3.977515679,3.827997953,7.114147735,8.757103789,5.744996597,10.77551092,5.132728929,3.570896485,5.488254373,6.428173954,6.814743215,5.779797391,6.027229399,6.006020572,3.120032796,5.366122075,8.209439681,5.604055465,5.767110703,7.60382157,7.150989588,10.58898335,4.783549722,3.426949579,4.903016293,7.97079963,8.996709404,7.911369402,5.64710803,3.519823748,4.621802383,3.638858229,7.247754434,4.468111281,4.778932655,3.136642447,4.281171351,5.806260107,6.352927479,7.435360986,7.355739428,5.160012803,7.512133412,2.936758066,5.681317992,3.73764645,7.908111202,4.817471749,5.273255218,6.451397651,6.464919609,7.807855845,5.661625243,4.659239117,6.659406162,5.677376304,7.313185994,6.505981356,3.880795414,4.251447737,4.177787072,6.229671546,4.180823359,10.04068336,2.916839371,3.581790637,2.789151226,7.92771097,4.372647629,3.008928483,3.965943303
2661,3.480443608,3.181483355,5.978288274,8.334539268,3.966735759,3.774566603,7.466246897,8.578850724,5.439400497,5.865665883,5.75037241,3.53596387,5.818074138,7.535759954,6.555959261,7.805133359,7.799275791,6.683994445,2.991930319,7.640151361,7.252940975,9.155872377,7.787171836,3.408733869,4.543529258,4.213181516,4.771453401,5.703863135,5.611326428,3.045897611,4.959776384,9.997827514,6.463783277,5.046162143,6.032967698,6.193327129,3.041960713,3.201988969,3.276937834,7.153508429,4.919145841,4.27872168,9.019825693,5.607846811,5.635313707,3.012474675,6.041964555,4.991119141,7.137834505,3.048891422,7.804316378,4.866792563,3.34551543,7.384274297,4.359176351,4.969544968,2.982037703,6.441914934,6.261228662,3.509230264,10.65306559,10.75062695,4.831482377,7.477685153,8.038069325,4.069226191,5.510962354,5.920658699,3.139977826,6.258776919,4.809759397,7.369159067,8.327566075,3.460404275,4.350464172,2.977462225,5.726719997,3.621569894,2.999015235,5.973749384,7.630783252,7.030022321,3.424968431,6.772982007,3.594592617,4.509632225,6.093694962,4.898847681,6.114696787,6.203233579,9.687406334,4.733878645,3.253162497,5.125511376,9.667678211,6.074014847,8.602997146,6.436765162,5.999918564,4.56801965,7.463081535,8.552066539,8.159669812,4.419178525,3.880306578,3.580693774,3.302033357,4.364931207,3.856935341,3.201976709,8.316641442,4.786681723,3.606593963,8.581168739,5.82140167,7.721568705,9.34514803,2.842462854,3.791716754,4.85555697,11.4171904,9.171386648,9.105951017,6.196759394,6.516369118,9.027819963,3.138054732,6.703681412,6.114983622,3.696639033,3.849030687,6.671039427,8.383093841,7.267492953,9.846388603,4.553714241,3.650238485,4.868491957,6.857457788,6.857857637,7.527277019,6.42347155,6.260510274,2.962922386,5.380789203,7.542856171,5.69195837,6.400879046,7.771283926,7.078529534,9.937124676,5.169996544,3.091749316,4.293402326,7.791551034,11.42686489,6.576477427,5.753348673,3.310495324,4.220158801,3.228083096,6.55518357,4.913933836,4.472207912,3.139399434,5.253961858,5.797781533,6.501932889,7.002219104,5.2576481,4.861196923,7.852772748,3.310639129,7.379750504,3.853697993,8.340158163,4.709824253,3.959669123,6.409931597,6.878457257,8.705969699,5.290335726,4.645084806,6.308708148,5.483056533,8.105247864,6.376030639,4.767764386,4.214994645,4.295734048,5.579423326,5.915825232,10.78439093,4.130325622,3.502257116,2.822419996,8.372065303,4.178627319,3.120279333,4.098780518
2788,3.399572346,3.622797972,3.868913244,5.843412944,4.086839684,10.3479049,6.737703796,8.34946671,5.207425334,6.170000672,5.453300907,3.45210912,5.193388647,6.097861747,5.73827537,7.524903335,8.216396407,6.917340754,3.453670909,5.866096299,3.626229946,8.514791334,7.986344042,3.287514277,4.544105551,4.096556405,4.498485013,5.339367793,5.747823278,3.184905299,4.429820075,5.361650004,8.599810826,6.383353875,4.753178996,5.739415985,3.118027608,3.35926283,3.320385618,7.375857422,4.160155179,3.669785916,8.789444294,5.277883441,3.404069728,3.041036951,5.555785179,3.465957805,3.311669749,3.314882884,6.536884511,4.784574843,3.295632047,7.301798983,4.339131523,4.944693655,4.520467978,6.207172394,5.230573002,3.407650799,11.15093677,10.7244487,4.936413291,7.030267718,9.080153099,4.269104986,5.358920237,6.614318373,3.027335887,5.492778723,4.654633079,7.258004097,7.169580689,3.539731766,5.343606475,3.147918197,5.211499939,3.378036026,3.31387877,6.580853608,7.994569415,7.459678127,4.070668175,5.581292428,5.369029502,5.05809613,5.042567488,4.800643214,5.256951818,4.619543086,6.660486588,4.153557753,3.325987224,5.708815625,8.977125469,6.019078594,3.799362658,5.48416525,6.295532841,4.822985812,7.21250069,8.69751241,7.580878789,4.046546694,3.876859103,3.537338331,3.482658668,3.785776714,4.338971086,2.982238818,7.313700971,4.166244162,4.786597379,8.603542588,6.383194063,7.027533148,9.948389423,2.879439943,3.32639698,5.437985936,11.06738873,9.052950567,8.115986302,7.8552333,6.060743751,9.504279648,3.05238994,8.070142405,5.79760236,3.681898299,3.659709277,6.698244715,8.966897048,5.768384858,10.2602715,5.012074111,4.129505653,4.512813991,6.27696168,8.006911053,6.959840931,6.526483001,6.772560141,2.919245972,3.987826934,7.642002871,5.475372385,5.059793167,6.405131073,6.740342508,10.37587585,4.862158224,3.526096458,4.061845137,8.221001738,9.124032623,7.927892954,5.352121979,3.387718656,4.33726746,3.251559989,6.573347861,4.582206313,4.29624997,3.210626015,4.038062793,5.643392945,6.611485718,6.690126744,6.343823991,4.588997185,7.950757177,3.178269271,4.736810457,4.304237531,9.265060286,6.28003783,4.181367487,5.77919684,4.083988253,6.990759596,4.952906685,4.403977055,5.781551321,5.740727072,7.824078892,6.048617579,4.436032735,4.334941422,3.944615916,6.304486688,3.688255219,10.56798427,2.896195094,3.538819806,2.778620803,8.344263395,4.437986825,3.414105956,3.896019049
2342,3.28825526,3.384840125,5.267719537,8.629488141,3.941696184,6.207066169,8.122283135,8.713693705,5.22395205,5.677609219,6.111890708,3.351276799,5.297525884,6.279801697,5.898780162,6.88594367,6.064214831,6.214692491,2.990863878,7.214244998,5.8234723,8.738810441,7.873464765,3.585458872,4.341171719,4.135178196,4.694500936,5.017733759,4.97719536,3.16733943,4.662260798,6.570891738,7.561773536,5.204823348,4.86167931,5.36575041,3.231774313,3.299793536,3.092471821,7.726026338,3.618786064,4.128831035,9.535537738,6.001689943,3.403919473,3.114859747,4.868189267,6.989632614,3.544785364,3.250136613,4.876318996,5.108214157,3.326022483,7.881629313,4.040146049,5.379659693,3.360008341,6.3872464,5.169288908,3.330419363,10.90471445,11.64639193,5.009090679,5.550236797,8.480901113,3.963888446,4.853339161,5.523136932,2.952888294,5.546408074,4.56394254,6.922235769,7.034008181,3.694469373,7.391587245,2.999325929,5.240095747,3.315769824,3.155339239,6.199899054,6.511746984,6.833346535,3.527470921,5.474581453,3.515883756,4.562017493,4.957738042,4.218491697,5.211219188,5.921246034,3.55942809,3.730751016,3.285992519,5.132457055,9.775760765,6.35712858,8.27589658,5.958818184,5.219016189,4.348171625,7.17109737,8.765637062,7.825610027,4.107784413,3.742192539,3.75975777,3.247374166,3.538028446,4.301437165,3.038336804,8.368276514,4.47022269,3.712483654,8.40339866,7.188024639,7.291880588,9.489746553,2.97041111,3.791349621,4.772953122,10.39613712,7.721646091,8.252928852,6.812529777,6.445672267,8.846076168,3.291111105,5.929156803,4.127342771,3.664925622,3.690077922,7.059581951,8.240085263,5.278835941,10.67878505,5.651731439,3.316845803,5.07646839,6.615541635,6.267480237,6.576366705,6.332365232,5.687882352,2.951631646,5.65447138,7.809997691,5.178614555,5.473206313,7.00396511,6.130156228,9.875973994,4.900913506,3.387028758,3.963360823,6.895034278,11.25712063,6.860937394,5.46557587,3.272903392,4.043793785,3.476698128,6.4282169,4.216742898,4.340972676,3.413936218,4.591083203,6.372689869,6.521161175,6.799968505,5.277198562,5.259048423,6.80900668,3.312985959,6.458028434,4.348486928,7.930644047,4.024652219,4.109760846,5.348650631,5.435915904,6.917987059,5.125047171,4.013429511,6.08706492,5.490466296,7.24291241,5.660079047,5.075338777,4.94418989,4.173485918,6.115932661,4.684574854,10.80726755,2.907817536,3.745193813,2.898472412,8.529819541,4.518552312,3.051330769,4.068726133
