"response","KCNA5","SCRN3","SLC6A8","GPR64","TBKBP1","PROM1","GRAMD3","RAD23B","TNRC6B","ATXN1","NADSYN1","FCGR2C","ATM","ERLIN2","MRC2","AGL","AGBL5","PRPSAP2","COL4A4","HMBOX1","FMO1","PABPC3","GOLPH3L","EDG5","SEMA3B","ARTS.1","TTLL5","AZI2","AURKB","ASCL2","ISG20L1","MAL","RPP21","NEK11","RHOBTB1","DAPP1","HMP19","DDO","OR2F2","SIVA1","DNAJB5","ADAMTSL3","HBXIP","ARHGEF12","HOXC10","OR51E2","TIMM22","SEMA3A","CEL","AMBP","SDF2L1","TAF4","RPGRIP1","CANT1","PCDH7","OCLN","TRIM36","MGLL","ALMS1","HABP2","IGFBP7","NPC2","RRP1","EVL","MRPL49","DHRS12","ZC3H13","TTLL12","RRH","KIAA1199","PHLDB1","HNRPA3","APEH","SLC19A1","GPC4","HRH4","FPGS","CIDEA","ULBP1","GUCY1B3","ITGB2","TTK","TSPAN2","TOMM40","CADM3","PTPLA","RABL5","ZNF492","FBLN1","ENTPD4","HPGD","P18SRP","MATK","C16orf57","X41519","PLVAP","ZBED2","BCL7C","POLR1E","PRKCQ","CINP","LITAF","KLF10","CCRK","DKFZP564O0823","ZNF197","PRAMEF10","TNFRSF17","LOC374395","PDCD1LG2","C5orf13","TNKS","KREMEN2","H2AFY","TMEM47","RFK","PSME2","ORM1","TAF9B","PALM","COX7C","NDUFB8","ENO1","KLHDC3","ATG12","GSTK1","PYY","PTX3","G0S2","MYO7B","AAK1","HSPA14","FAM128A","CLCN3","C11orf10","DUS4L","SCARF1","ATP7A","NOL1","TGFBR3","C5orf5","NAP1L4","SDCCAG3","NPBWR2","PPM1H","FAM49B","SFRS16","TLK2","BRWD2","PGRMC2","PFN1","GGA3","LMO3","OPLAH","CKB","S100A4","C6orf130","HNRNPU","NCAN","USP6","SLC6A3","EIF4E","KIAA0586","FNDC4","SCNN1B","PHF20L1","PPP1R13B","DYNC1LI1","CHIC2","RABL4","IKBKB","SFRS12","SPINK1","PVRL3","TMEM38B","YARS","FADS2","GPR143","F2R","HEPH","MAD2L1","GM2A","KIAA1704","FLAD1","GTF3C4","ECT2","C1orf54","SH2D3A","SLC24A3","THRB","PMM2","NPAS3","PDIA3","FLG","HOXA9","KBTBD10","IDH2","SYNJ2","ELAVL2","RBM12B"
143,3.30121414,3.477093933,4.401124303,9.783235269,4.14382817,5.012968535,8.014952327,7.307640531,5.181488359,5.186894053,4.615142642,3.294889797,4.337541602,4.914957423,6.109434073,6.721691874,6.110490638,7.298146774,2.83592925,6.001263175,4.157291418,8.642653406,7.763622692,3.26293901,4.43959529,4.188704739,4.40057121,5.938215868,6.635526722,3.108372905,5.075746962,9.361401022,7.91434261,5.32561015,4.38492205,5.918711043,3.289972709,3.443055964,3.189711922,6.938878728,4.195103473,3.072219961,9.345267438,5.285301742,3.374096376,3.130893212,4.898742435,3.783724156,3.08972444,3.297947021,6.549024809,5.083247363,3.390034046,6.421680276,3.886277829,4.979889427,4.293443724,5.001030324,5.98769416,3.404336145,11.09390624,10.21865945,5.220596641,5.190768882,8.313712041,3.724523012,4.770165819,5.836396079,3.156599121,6.830751645,4.457826597,6.804379406,7.415116222,3.713558314,6.539444134,3.079510012,4.466840337,3.726175431,3.25856129,5.939008985,6.548762067,7.440294224,3.45522574,6.559283255,3.558646322,5.612965433,6.000229751,4.576349057,5.211531872,5.186395233,3.276939111,3.998693028,3.378184105,5.172462608,8.980975249,5.741144973,5.847066333,5.663278928,4.988595329,5.762474096,6.520517375,7.037821733,7.291515008,4.542715094,3.986123616,3.633918482,3.347158245,3.951687133,4.335124802,2.958160441,7.012677729,4.102895029,3.776057067,7.673644433,6.046879534,6.484848088,9.777032125,3.128476773,3.414474662,4.679945535,10.64460281,8.586892345,7.729335392,7.77737352,6.063319698,9.196876583,3.427854758,6.568329826,4.748555161,3.608876433,4.123504005,7.425019031,7.983397945,5.221016346,10.57241077,5.244685966,3.792657759,5.009270115,7.185001973,7.940747489,6.30401675,7.009102813,5.522665813,2.897952337,4.968579351,7.72784922,5.970788222,5.836079161,7.676953606,7.048354328,9.728576877,4.668264787,7.721665802,5.065192918,7.773997464,11.1802511,6.867748259,5.769951111,3.549983674,4.24172136,3.681445503,6.351642777,4.668760577,4.468697369,3.180205411,4.317351333,5.719862757,7.343670717,6.760475504,5.645094814,4.164126646,6.193732136,3.261715757,9.043782607,4.015695951,8.096449437,3.944505199,3.854615131,5.631866341,5.344324221,7.707914741,4.915279002,4.503581443,6.302900486,5.017377134,8.33957793,5.662202005,4.971123652,4.494844722,4.386211683,5.665455199,5.644008627,10.00523733,2.941783839,3.978026801,3.012525996,7.639071936,4.356385474,3.105365213,3.843769175
128,3.183650221,3.279768406,4.454316741,5.331049638,4.208536825,4.371142508,5.697001793,7.962217257,5.520129949,6.181347618,6.0839055,3.791367011,4.541750557,5.199536362,7.16754448,7.464818926,6.196542396,7.063549951,3.01593155,5.7353798,7.857516354,8.538390847,7.146696072,3.583852671,3.704110499,4.117327622,4.234131973,5.720432883,5.306537776,3.103413001,4.985941625,7.268287842,6.663269372,4.45867307,6.152915328,5.948724933,3.418097349,3.415400982,3.361963445,5.598813323,5.029458945,3.986439876,9.042165171,5.21773514,3.377423701,3.243634093,5.556671397,5.061327185,3.005107775,3.207711292,7.187433631,4.582246288,3.119144409,6.801422016,3.524094735,4.981223208,3.368858373,4.98215263,5.298086347,3.444931463,10.92906368,10.72677684,5.224370928,6.033597421,8.089003792,4.161199711,5.18737352,5.790869474,3.180748254,6.132265943,4.587445855,6.863300881,7.19038776,3.963205224,4.103701448,3.184031916,5.338364395,3.510892835,3.23484593,7.029684558,8.512812183,6.089499135,3.178573222,5.409164176,3.612806081,3.831781562,3.998766615,4.114796852,4.92496478,5.170872659,3.416280699,3.652229112,3.35159722,5.438510785,9.157643917,5.751425762,8.592714564,5.470811023,4.241137107,4.224946117,5.949398213,8.416670496,7.872222089,3.756915421,4.612622192,3.660316404,3.058433913,4.024616207,4.186738124,2.783876793,7.956537368,4.198895214,3.878293535,8.096613666,5.548818734,6.714218472,9.673853696,3.224791892,3.217066521,4.807847789,10.32812348,8.283872579,8.434686251,6.675101741,5.749912687,8.918632347,2.990718401,9.839160721,5.934034011,3.653448872,3.6659022,7.270404839,7.414982335,6.235790897,10.19374026,4.995881333,4.350395511,3.839992031,7.187772653,6.892027642,5.820268865,5.998427652,5.433498338,2.98671979,5.187691718,7.83749724,5.200229321,4.762120334,7.408568034,7.014049254,9.833512059,5.04576516,3.080656206,3.53408828,5.439465558,9.415922508,7.00179507,5.556497752,3.556389462,3.875964529,3.378368024,6.957606897,4.49763357,4.465148363,3.134903807,3.932700641,4.892101223,6.486296404,6.454054878,4.853867289,4.617653653,6.724633649,3.266428415,8.127625213,4.307263496,8.121344431,5.222458707,3.583223052,6.494088331,6.29552135,7.717191411,5.43977966,4.649285017,5.940378394,5.172940335,6.992939719,6.782519973,4.43227376,4.423825051,4.13199712,6.17172427,4.059728155,10.23696146,2.733915666,3.583175412,2.75303624,7.955049358,4.330529192,3.12235313,3.921457256
162,3.514471837,3.507382125,5.497478986,6.532826863,4.435957476,6.705388132,5.225240393,7.626385371,5.27722879,5.426322604,5.272092955,3.458222105,5.215427981,5.193989549,7.293122754,6.036657918,6.366938468,5.727809135,3.064976902,5.479809492,4.898304949,8.553232025,6.762735128,3.749167475,4.054610611,3.640876301,4.410531058,4.361276917,5.021360246,3.252470832,5.228867854,9.002179093,7.644825791,3.705019246,4.696283399,6.153135739,3.544819789,3.521133972,3.354508479,6.668075927,4.948496902,3.619893862,8.421492551,6.069206848,3.473491603,3.318776823,5.049388263,3.303601422,3.698484353,3.379427947,5.624615765,5.35107146,3.464742038,7.009768831,3.977653149,4.096250599,3.080700441,5.522164002,5.552928784,3.544628558,9.391587245,8.845799551,5.052994997,6.713436756,7.80914636,3.940169027,5.145690265,5.860748848,3.21273489,5.530889458,5.563634677,6.871525902,5.431156948,3.721894387,3.55414804,3.124643078,5.604276539,3.684372813,3.473269371,3.985623433,6.597808652,6.421799678,3.475617668,5.9141872,3.780915167,4.876584766,4.499558341,4.348706951,5.1807041,5.810366289,5.729622403,3.628727645,3.795326275,5.771225985,7.969034521,5.773026794,7.673055726,6.147997359,5.204547712,4.108486012,6.795700522,7.235915619,7.081188726,4.338575767,4.286620365,3.821574701,3.72181326,4.048948445,4.700283602,2.917737002,7.130209028,4.643858061,4.602360422,7.815522262,4.578356796,6.950473223,9.4224172,3.190691732,3.28331985,5.569589796,10.0275264,8.832694291,7.267257473,6.715749847,5.317416478,8.434665256,3.322006242,5.765717684,4.999634405,3.500231867,3.867514603,7.136269912,8.705314299,5.804864529,10.13474748,4.639768058,4.701006673,4.62196365,7.231863942,6.67971858,4.821802782,6.677388349,5.530966947,2.91163565,5.432917902,6.500283056,5.709877037,5.453322637,6.651286705,6.485322381,9.968400406,5.133247906,3.170629576,4.019001538,6.306769434,9.807304604,5.673117747,5.668006762,3.809637144,4.361096295,3.684131782,5.777548401,4.579036091,4.745130813,3.462870173,4.316407359,6.623782494,4.786943197,5.930562841,4.514508196,4.695400568,6.279200921,3.392843037,4.126370644,3.701584827,7.970685551,5.319792141,3.887387976,5.055188915,4.742965819,6.013421162,5.058659994,4.34818392,5.294730673,5.01833909,5.928072654,5.450080544,4.422286427,4.769690674,4.080866799,6.403977835,4.461032733,10.40929511,4.639345567,3.720678675,2.725689732,8.326114265,4.670337271,3.239265498,4.104744945
1661,3.369585366,3.47517296,4.869865748,6.821983256,4.37210477,3.265206974,5.408677513,8.298348456,5.573694797,5.271923178,5.555008458,3.580541857,6.026394773,7.114747297,5.844024912,6.045613867,5.72927429,6.940993679,3.193765969,7.32797004,4.867865403,8.685534162,8.422488164,3.590402705,4.399317306,4.187412185,4.71814235,5.6830219,4.365672862,3.460133887,5.469150165,10.30251649,7.75263851,5.344829694,5.929652751,5.496364242,3.468892595,3.229651011,3.198129357,6.661021821,4.220686082,4.030745592,8.108294091,6.005227561,3.3046556,3.045343235,5.376370518,4.037634252,3.839838299,3.090060717,6.11941817,4.960585047,3.242678988,7.29927301,3.912411165,5.09266989,3.208698453,3.773275359,5.931655399,3.463393407,10.15304835,10.34306166,5.012724098,6.639834285,7.988454824,4.288573794,5.46425906,6.508329766,3.130818447,3.590499106,5.579437598,7.532093341,6.117366942,4.107437237,4.802133131,2.984299106,5.385337923,3.286477812,3.206487234,8.914676369,4.61436668,5.92980208,3.292512898,5.802889047,3.446316262,5.400306443,4.66151804,4.879981593,4.317061731,5.951693891,4.322054531,5.437000964,3.726951107,5.231465253,9.029383284,4.698726919,9.816804085,6.265996115,6.415654613,4.352861224,6.928930174,7.331311158,7.10816964,4.352274897,3.699437214,3.737667285,3.318929318,3.805970732,4.104059445,2.775080145,8.50820087,4.705002471,4.566342454,8.05173087,5.267253043,7.037849209,8.820331005,3.202591531,3.616629718,5.448883196,11.0269396,9.360207053,6.993662125,5.913507964,6.109002141,8.214651142,3.252362549,5.664782539,4.508998243,3.438925705,3.649309799,6.529889345,8.467093919,6.777624748,10.83724583,4.837364225,3.434244272,5.552648579,6.505207154,7.026188744,6.736172123,6.42991123,5.570843457,2.99928274,5.913638615,6.619639798,6.110660763,6.251810612,8.077823802,7.345359357,8.761910814,4.750699729,3.085903877,4.142797618,4.925023476,7.854243494,6.5794826,5.882945614,3.813859069,5.918721323,3.748849632,6.490684303,4.450027543,4.301525081,3.235020419,4.483445308,5.610486232,6.613356935,6.321621108,5.591853072,4.592017379,7.788269575,3.210265862,6.000242647,3.889019556,6.810524272,4.987110016,6.204904521,7.834440091,7.707023199,6.824420795,4.661297737,5.090097071,5.371033866,5.428679896,6.477967212,4.713296097,4.6586725,5.371465992,3.865268571,5.804515891,5.08048462,10.13599604,3.927738273,3.483453058,3.017073789,7.411618952,4.788943207,2.934380705,4.215434055
2648,3.361066301,3.703172235,6.260277959,5.053387676,4.106953764,4.303461652,5.647782942,8.009436544,5.442772057,5.840565116,5.739259085,3.502521545,5.122856425,5.55842375,6.504709415,6.316955428,6.855572177,6.908994495,2.9862087,6.063995706,5.918429355,8.474089624,7.656493604,3.325200856,4.364815685,3.852864832,4.218884677,5.660296816,5.247102775,3.317520401,5.043364274,9.507253387,7.28211928,4.705071467,5.947479277,5.39231585,3.366742683,3.409914898,3.080619776,6.175223942,4.212941008,3.757845626,9.604333103,5.422773654,5.264089621,3.05859906,5.2250347,5.338836742,3.776131284,3.234653734,5.77310177,4.977171423,3.34042836,6.270568093,3.626104591,4.749234493,3.619035463,5.935264524,5.131798884,3.377350882,10.82350738,9.955856862,5.123772521,6.206284515,8.763774229,4.013249399,4.927054897,6.027059103,2.940644539,6.657318559,4.827388742,7.777708013,6.189557655,3.782825287,4.700520045,2.98568362,4.732126322,3.585621044,3.210769279,5.761940124,6.07097323,6.888674698,3.508459738,5.799398925,3.422307475,3.520684136,4.046547194,5.152612729,5.660540773,5.04310457,3.75073816,4.872228759,3.311499301,5.031890802,9.122829416,5.683579357,7.184816033,5.820111556,5.433870653,3.995993179,6.197283145,7.645539921,8.255837845,4.212494456,3.910527637,3.539192305,3.070533393,5.201905538,4.070320959,3.100025443,8.793909758,4.46629333,3.743638954,8.554558875,6.975148604,6.982646968,9.120989275,3.116597633,4.028471159,5.487072352,10.36967309,8.984432714,8.10413593,6.384014034,5.9257137,8.541348348,3.808111447,4.859438482,6.543459875,3.837007179,3.60467459,7.723090739,7.66455069,5.153368952,10.78641831,5.052159059,3.448837459,4.359330802,6.578443525,7.040490235,6.7431404,7.162697722,5.488237086,2.834350488,6.084346957,7.27838735,5.563702049,6.264677108,6.917224464,6.344465777,8.750294198,4.295410365,7.00923628,4.915050274,8.227546467,10.17739399,6.780112294,5.80772056,3.489564907,3.688314134,3.476044311,6.058191774,4.157044185,4.389699865,3.223546897,4.299352114,5.185711624,6.632278157,6.827801662,5.494847652,4.335390627,7.366958072,4.069660855,6.969543563,3.747329139,8.201058547,5.567939253,3.724452754,5.310596419,6.392877486,7.31108127,5.07632844,4.248817204,6.136334694,4.88674809,8.011600759,6.66839335,4.175532038,5.101365165,4.310688355,4.850191703,4.495831366,10.1066599,2.985900031,3.986193941,2.991135667,9.092997418,4.249422372,2.9012979,3.800573901
1877,3.4049556,5.000390176,4.957106117,8.745376332,4.031785827,6.942878671,7.617454686,8.665503125,5.357645023,5.906449611,4.332590185,3.474614994,4.790953668,5.364037778,6.3908243,7.475031416,5.640742726,6.203410141,3.753564132,6.412270054,4.658796255,8.272979827,8.507893699,3.210968991,3.491064665,4.164587039,4.486799554,5.655771558,4.731528691,3.282323074,4.548646728,4.204711429,7.481710635,6.569000873,5.755096414,5.688323633,3.307927724,3.502949044,3.157930202,6.13255919,4.062294055,3.309953396,8.824355141,5.279427659,3.450058513,3.051640272,5.209630655,3.918220601,3.884258199,3.020296184,5.897834841,4.794138089,3.513394249,6.37165848,4.071038064,4.675715669,5.663812475,6.014153824,6.094030636,3.325111762,11.03702339,10.10106246,4.212141895,5.432544194,6.742632937,3.616689501,4.663547572,5.557654874,3.132880454,5.478178227,4.469205077,7.998977889,6.530959805,3.505695152,5.680562127,3.096699393,5.111911398,3.23697722,3.424602013,6.006486855,6.233984723,6.507632189,3.202164786,5.431143938,3.324427931,3.909018858,5.889570804,4.435617236,4.675763471,5.101689764,5.982272334,3.746550404,3.231442693,5.37802835,9.80545764,4.721517077,6.754364274,5.992651934,5.283817768,5.254118043,5.305662534,8.158270524,7.551297201,4.523642352,3.842252021,3.741181705,3.068017393,3.584004124,3.836916003,2.935764312,8.386595217,4.331798527,3.810752342,9.065274122,6.767086146,7.387612832,10.55014049,2.956525936,4.082904298,4.42097509,10.11535598,8.422617764,6.892985387,6.449928082,6.705988782,9.913556355,3.252043138,5.224464699,4.13602312,3.953283071,3.863353727,7.647272642,7.930522777,6.370986524,9.220500552,5.708725025,3.750688895,5.031380829,6.937842713,8.287358143,8.20856942,6.060753645,6.12241617,2.934483653,5.787904253,7.167523961,6.027690735,5.22756189,7.794787574,7.195488608,8.811074873,4.357055132,3.798611812,5.015370301,5.653412571,7.865138281,6.222014354,5.790149601,3.637098116,4.503602793,3.437130664,6.441023731,4.243695536,4.390366968,2.990304823,4.680539701,4.847123888,7.053000799,6.501678677,5.399203853,4.94910259,6.921014707,3.173874732,7.121130652,4.718036756,7.105258416,4.077856718,4.79195318,4.789735511,5.123450801,7.454444392,5.13356886,4.415977551,6.492201483,5.996387198,6.150973014,5.384916123,4.246393119,4.335034546,3.937560246,5.703037333,5.826792461,9.784517634,2.786126419,3.666067825,3.146148498,7.263184224,4.60080095,3.162567275,4.009576985
894,3.743627142,3.701441103,6.083889598,9.656644821,3.948663095,5.146550808,7.208187911,8.504435567,4.994558798,5.475449326,6.487525675,3.416930216,5.35070817,5.367473409,6.223501087,7.22708781,6.165907708,6.753679194,2.805158851,6.129148727,6.451524806,9.136124377,7.427973905,3.317505358,4.046125498,4.116499755,4.411399008,5.866462726,5.453630849,3.30619161,5.319239911,7.164544382,8.144177438,4.299744635,4.565048489,5.259665693,3.106782882,3.363841331,3.107912248,7.143838444,3.789988574,3.528359197,9.318579769,5.152008734,3.659446886,2.802693648,4.540899571,4.570444183,3.253752143,3.233958108,7.004981466,4.65546685,3.272734707,7.044208491,4.657821067,5.766128308,3.036009569,5.117723466,5.350884028,3.384301177,10.31147131,10.60503397,5.285290735,5.93722195,7.89363325,4.167561018,4.832243939,6.170462252,3.082241642,5.557971726,4.542681918,7.759043846,8.005211796,3.941509217,6.925173285,3.081744776,4.89283618,3.415347981,2.996437715,7.471899551,6.928783104,6.580340811,3.238963577,5.622340987,3.900998148,3.964853154,5.009820077,5.122081189,5.181100378,5.617904032,3.427680237,4.058232244,3.687761173,5.104171611,9.419352019,5.338831846,6.859348333,5.905924142,5.995295492,4.914389056,7.411039473,8.857493099,8.69906659,4.098625369,4.014700395,3.841552255,3.177666345,3.614684798,4.183351124,2.996633901,8.418217691,4.361750923,3.805735411,8.210300053,5.829046972,7.171450941,10.29579681,3.349830448,3.607992946,4.455060773,11.11657114,8.390486366,9.330267941,5.937535373,7.063888435,8.079723864,3.291715653,9.205116834,5.22146735,3.714284513,3.699992176,7.212402872,8.343304066,6.716935712,10.32984478,5.562744461,3.619915125,4.709742445,7.353155173,7.886832637,6.214012674,6.155983828,5.814027822,2.861335427,4.350600001,8.340383942,5.47661668,6.902186754,7.373680966,7.42979237,9.219745048,4.758418123,3.673208669,4.991570371,5.560991173,9.420493552,7.518684608,5.820675843,3.272297173,4.59406839,3.356262414,6.435130512,4.668594719,4.261980254,3.258417375,5.112866117,5.533687018,7.064982985,7.06944862,5.246918002,4.899550078,7.834305829,3.233153582,6.736433519,4.316914975,8.754810248,4.867009647,4.390774585,7.044648423,5.805708846,8.306241962,5.521254048,4.54133984,6.177285092,4.669868724,7.18802313,5.995073582,3.901976925,6.008844046,4.188146616,6.112890291,4.548757247,10.98456023,2.790020403,3.442775473,2.925267112,8.793059398,4.376297381,3.133297457,3.947743046
2982,3.404875715,3.228109379,6.546079367,7.651755522,4.281576207,3.157023054,5.038034484,8.052978087,5.208547988,4.994953641,5.690241861,3.378100473,5.763420279,3.981912667,6.020273291,6.522379068,7.249751765,6.791868946,3.162341691,6.511445876,3.406892671,8.789526979,7.853185987,3.453785055,4.476194039,4.301062692,4.661459868,5.246647685,5.855212575,3.091389219,4.73997648,9.217728189,7.744250791,5.214718427,3.765037671,5.991709708,3.421097376,3.260725756,3.132563583,6.727650345,4.635407154,3.166482621,8.468848109,5.716029103,3.539465906,3.110662834,4.954469149,3.875627034,3.224108132,3.158291638,7.453314472,4.934205388,3.474953834,5.898869356,3.472681172,4.260650679,3.63910871,5.271037223,5.820891312,3.394640102,9.540622931,10.45026937,5.170644703,6.843748284,7.847215378,4.266233088,5.221166696,5.825465138,3.085363693,5.301174221,4.668759603,7.105262733,7.428485029,3.86377113,3.474637273,3.103255948,5.00472093,3.538729005,3.229321104,7.169252201,8.471413878,6.715212856,3.263762912,5.698504913,3.799942921,3.583289516,4.404629536,4.863572557,4.763139104,5.300075031,3.399835945,3.823000394,3.669230348,5.099456972,8.655859978,5.192668166,7.604137495,5.340835259,5.978174174,5.649537532,6.663413039,7.478191684,7.309381842,4.170312942,4.35469302,3.65362282,3.544080664,6.864144006,4.29786784,2.927617935,5.676520454,4.799661859,3.774841239,7.923734604,5.331903879,6.265273945,10.25755891,3.237173775,3.475287645,5.053792674,10.52870496,9.207662594,7.751978855,6.723576688,5.682353524,9.326665379,3.136215612,7.176391862,4.519737141,3.627504273,3.825966023,7.784748554,7.926209114,5.921473601,10.22173417,5.313511665,3.660753251,3.895882818,7.046576335,5.481284926,6.100308792,6.685390221,6.241373397,2.936232199,5.340278257,7.142132305,6.307420826,5.422204415,7.430735959,5.887298347,9.568206297,4.615580473,7.580978358,5.296887508,6.476769191,9.53949679,6.705094676,5.786324674,3.641669225,4.587782895,3.327889339,6.033756195,4.634879499,4.144640507,3.167594092,5.153771728,5.829285974,6.680862117,6.091267499,5.527198377,4.592536308,7.192891916,3.179124883,6.468953855,3.999722995,8.110516445,6.293016918,4.30272844,4.776034169,3.417765358,7.02327788,5.48029691,4.263984784,5.871369007,5.079997073,7.022480926,6.490614779,4.471404202,4.247740674,3.662302202,5.746378901,4.725427214,10.23925282,2.978483366,3.744019662,2.822278581,8.428802042,4.983677841,3.046424795,4.070889236
629,3.241260495,3.643790037,4.774488285,7.844636525,4.107211807,7.892203341,7.078024218,8.166746933,5.620379368,6.63018479,4.717661364,3.327226289,5.699980637,6.95004109,7.324649594,7.02464478,5.314902655,6.58074897,3.10930988,7.557868453,4.899572296,8.746400122,8.235816456,3.391651614,4.599275777,4.056104656,4.748611153,5.573951766,4.266358638,3.132046871,5.50887956,7.645841457,7.111190604,5.641410368,6.230308841,5.831558339,3.340556581,3.11244062,3.110556269,6.299236112,4.257275467,3.757845728,8.869048467,6.186072668,3.316479176,3.042153312,4.788965304,6.149219933,4.839437846,3.123222965,5.737783002,4.951571355,3.259886328,6.755209214,4.249530442,4.972811814,3.460835814,6.433076631,5.691398285,3.36739422,11.10770652,10.11739833,4.617175077,6.610154456,7.423775307,3.933670487,5.147132243,5.999189476,3.242397553,6.79192646,5.35503608,7.365031096,6.484416911,3.603188719,5.798065039,3.04185012,5.005704036,3.434002035,3.314744894,8.462008805,7.913053654,5.446711278,3.703254522,5.347746924,3.597437801,4.752632998,4.768085158,4.172965506,6.051146363,6.717646095,4.202203953,4.724197403,3.678297851,5.19603429,9.321631842,5.461754453,8.323666548,5.460236523,5.152964981,4.841650817,6.821852208,8.067056158,8.234730616,4.667499777,3.879772247,3.649549043,3.333914882,3.658580003,4.023785989,2.815857406,8.047271052,4.980038703,3.955365762,8.053230053,8.89843274,6.903149552,8.95721968,3.188176958,3.920549762,4.901764028,10.59832334,8.443654593,7.888840589,5.446859791,6.224014338,8.928134116,3.027454011,5.762436584,4.177079596,3.956707866,3.798040014,6.686333063,7.733095304,6.427772039,9.971907744,5.105024331,3.866307167,4.606566967,7.025338813,5.697026087,6.273314417,6.909740581,5.788741528,2.930370364,5.514506511,6.806891182,5.735945996,5.845332979,7.287272882,6.974844823,9.470625861,4.4188042,3.355823962,4.905498837,6.708545071,10.12124703,6.58797936,5.766975383,3.450798074,4.895224498,3.477093563,6.197495982,4.51920743,4.628251172,2.968177662,5.104941016,5.346027793,6.323379449,6.59741018,5.96396189,5.418392459,7.836289837,3.255446735,5.243611722,3.783765314,7.924404149,4.546688081,4.313632752,5.711943977,7.542943526,6.313002988,4.835929443,4.447013083,6.183371571,5.508105823,5.697078068,6.811189555,4.257034428,5.470431117,4.071789995,6.191256704,3.933585489,10.25553246,4.020378089,4.406720915,2.959527983,7.839291072,4.916205219,3.042142956,4.062452007
681,3.349218316,3.343832664,5.748204932,8.313412573,4.090976071,4.465110863,6.506106091,8.324356783,5.34499124,6.211994313,5.052267206,3.623869214,5.964737634,7.125284181,6.842528649,8.025456087,6.373620835,7.072627722,3.016963821,6.176604912,5.192881083,8.962725355,8.06566298,3.306686008,3.869780107,4.077056913,4.364014927,5.783179205,5.323378349,3.318263792,4.920726928,9.81160792,7.858097037,5.618307192,6.251680611,5.514411397,3.121325458,3.369221516,3.136467222,6.264449043,4.48180091,3.733547072,9.306515665,5.648549699,4.454165228,3.098543291,5.031421889,4.390611395,2.858408303,3.240458868,5.841007406,4.771954857,3.326157204,7.119283275,3.958896753,5.06883944,3.280231438,5.844053655,6.20851316,3.316895784,10.60310131,10.88763814,4.803396549,6.038082893,7.181698232,4.013953533,5.118995393,5.568791255,3.047362257,5.330214864,5.349650277,7.906635397,7.586688976,3.732601062,3.990237556,3.139339318,4.992391496,4.040056728,3.333869035,6.789560211,5.740260765,8.128531208,3.309317166,6.216044651,3.487428888,3.260298493,5.047291357,4.764603352,4.988745007,5.225759055,9.839485902,4.622832371,3.405538046,5.123521055,8.707171634,5.084426116,7.519168069,6.254557376,5.922452926,6.241758886,6.037669103,8.035177827,8.339896204,3.999032101,3.80129708,3.701609361,3.395198611,3.759229498,3.869891346,2.842594537,8.688346793,4.278647817,3.889917211,7.836197363,6.546818999,6.706223765,8.645370163,2.975026294,3.398362852,5.082257563,11.43185386,9.142343618,7.765023098,6.598686698,5.842815483,8.470403312,3.207531086,6.278374872,6.351045707,3.684940767,3.873260574,7.190823126,8.746691138,6.001984346,10.58756248,4.681862707,3.796893362,4.486637175,7.24691351,7.44730032,6.175933851,6.712284225,5.104521493,3.080716541,5.915472864,7.412776435,6.452632753,6.920251711,7.67225656,6.979282835,9.258252452,4.626025807,6.199534864,3.128378911,7.228515015,9.16345175,6.605488335,5.91659039,3.727273811,4.300927283,3.389852527,6.002990943,4.794621215,4.35247077,3.269893425,4.294931993,5.06473701,6.141091027,6.331305007,5.583554537,5.052339686,7.818095598,3.268182739,4.898900624,4.129180964,7.7245584,4.035284905,3.763690359,5.940418274,6.271049623,7.482009517,5.217653798,4.363793485,6.09255489,5.754239989,8.284628989,5.65836884,4.641349726,4.17689674,3.924207768,6.223246382,5.189594753,10.5491695,2.783044684,3.465420303,2.83834211,7.812218835,4.825535595,3.091418114,4.030861754
