"response","CLDN11","THAP10","MMP1","TP53","PRDM2","SYNGR3","ARF1","EXOC7","CPSF1","HIST1H2BC","KCNMB2","SERPINE2","TPBG","FLG","C6orf123","SOSTDC1","SMARCC1","PCDHA9","UBE1L2","DVL3","TBL2","FBLN5","BRE","YIPF3","CEPT1","MED17","SECISBP2","TARBP2","LRRC15","TSPAN9","NELL2","SHROOM2","CIR","LCN2","ORM1","HOXC10","CCDC41","PSCD1","FANCC","HDAC3","SCML1","HRK","DNPEP","EVI5","USP18","RPUSD2","IL12RB1","VPS28","NDUFA7","PLCG1","RWDD2A","NT5M","KIDINS220","CHAD","SNX17","GMEB2","CEL","ZGPAT","SEPW1","PLEKHF2","FSCN3","SLC25A11","MYH6","APITD1","RPS13","MREG","MED23","ARSF","MOSC1","GSTA3","ATF7IP","DNAJA2","MCM5","ZNF35","RALB","MAGEB2","SMC5","MLPH","LUM","FLJ20309","GALNT14","DCLRE1C","PTMS","RPS21","DNAJA3","WHSC1","SNAPC2","CXCL14","C9orf167","PKMYT1","CHPF","HIRIP3","MT1E","RPLP2","NUP85","PTPLB","MRPL24","SOCS6","ABCA2","ALDH3A1","MRPL44","OXCT1","C20orf43","GABPB2","SETD3","MRPL40","KIR2DL4","PYY","ALKBH4","ING3","TRIM36","FAM120C","PITX1","AIFM1","NRBP1","C13orf18","POLR3B","SPINK1","PPFIBP2","PLCD1","CYP2W1","MAGED1","SLC7A8","AGGF1","SLC16A4","IL2RG","CST3","ADRB3","EXOSC9","PHF16","MAT1A","ASH2L","RBM16","NCK2","KIR3DX1","TBC1D12","C2","PIGC","ASPN","MAGEC1","KIAA1012","KATNB1","OGFOD1","CCNG1","GK","AFAP1","RANBP10","HELZ","FASTK","ENOSF1","TNIP1","DNAJC10","SCLY","SFRP1","FLJ20160","PDGFC","C1orf69","TK1","HABP2","CFP","BUB1","VDR","FNDC4","HIST1H2BL","SLC1A6","ZNF250","NXT2","PEX13","LAPTM4B","DKFZP566E164","CCND1","WDR46","DLGAP2","TRIM27","PLXNB1","AKAP4","PHF10","ABCD3","GJA3","EGR1","IQCC","H6PD","AKR1D1","ANP32E","YEATS2","tcag7.1314","RRP12","TRIM15","CRYBA2","HDAC4","SLC35C2","MLF1","SIGLEC9","SLC46A3","VTCN1","DR1","BAT2","MAN2A2","CADM3","CACNA2D2"
1553,3.339235932,6.21621447,2.968492254,5.721808359,4.892905089,3.761027169,9.387161714,6.488670064,5.650143474,4.557229258,5.218675712,4.498075307,6.013966478,2.810797442,3.347125661,5.981597853,6.490085163,3.290703714,4.049086256,5.589446108,8.742871995,5.721897098,6.756887535,7.053093964,5.593459513,7.583490955,4.992306863,7.29132881,3.219783889,4.502540361,3.358693987,6.143528486,5.044916185,4.619701024,3.079403562,3.416774725,4.783220279,3.990603549,3.944768976,6.534681654,4.900042483,4.12492053,7.321474127,4.93082548,6.518357568,4.840967465,3.623301594,8.243250412,8.540414707,5.163939837,4.754553282,4.625696582,6.672965226,3.621218184,7.857689568,5.947315624,3.763865691,5.441276444,9.730835994,6.869526541,4.008288753,7.162805574,3.533652921,8.738258771,12.16091084,6.494255489,6.233917307,3.158336175,5.321441233,4.136286656,8.123172435,8.288134701,4.724323471,4.822099214,6.18297137,6.049970492,6.556501611,8.113712602,7.372548133,4.078550381,4.98761619,6.182495591,5.021551379,9.967680538,7.528992595,6.211738014,4.013819309,2.841574809,3.886278667,3.393732817,5.208313554,5.109525099,8.732912259,8.212417271,6.34629554,6.565601145,8.632132687,3.897599915,3.558194135,4.313223506,5.085878112,5.225448557,7.287613754,5.437135999,6.727200985,7.940640955,3.147803327,3.132487806,4.471298885,6.090138594,3.574841215,4.127098698,3.376476109,8.388419654,6.654211313,3.522374997,7.011801547,3.299105983,4.548154228,4.905239535,3.71426858,10.18507701,4.443267973,4.984965201,4.644250513,3.480157101,9.325239018,3.642883073,5.519998865,7.019532193,3.587522655,7.603937108,7.732190928,8.223653977,3.021634907,4.370619435,3.380016295,7.781111137,3.856629171,3.582540673,8.313404131,5.054735132,5.15157992,9.48117392,3.900231216,4.044575221,3.709283054,4.639941898,7.237554115,5.512981163,5.799201569,7.153349777,3.992636895,5.13420977,3.9884348,7.897823027,3.621217401,5.547756154,3.35027005,3.54527053,4.881423194,4.004730016,4.575646571,3.083414563,3.817540547,5.157412474,6.405360026,6.323523487,10.98942465,3.542525001,6.101083146,5.216366061,3.006589406,7.475617668,4.778499191,3.397874228,7.646297762,8.348779474,3.433795536,4.468936583,4.414181072,3.839166297,3.130446133,6.7800501,6.134107594,4.863280461,4.476646466,3.449717175,3.319379125,4.47272269,4.694009663,7.243375799,3.348673456,4.456471232,5.276868989,6.797944264,4.852801412,5.411954299,3.437739629,4.015066193
1126,3.72284317,5.718327278,3.115315968,5.545378598,4.696139146,3.473880858,9.265878687,5.437996727,5.421429243,2.812299245,3.622283672,11.00885396,8.48970442,2.921638305,3.88646158,6.468180903,6.885257707,3.228487712,3.726447583,6.257341656,8.058541426,5.094608497,6.453887642,6.475803675,6.247869581,7.475133493,5.444819772,6.06842093,3.257653135,4.926161779,8.117297339,5.798738958,5.372305808,4.321323139,3.050633522,3.23975147,4.608053539,4.248628887,4.058691698,7.067319794,6.307185936,3.289614243,7.117061551,4.160032198,4.74144847,4.899231151,3.938064445,8.198933271,6.52110473,4.89354836,4.31064523,4.045253901,6.608934621,3.813312564,6.995917639,5.770334821,3.399350558,5.362390537,8.237142842,7.663654951,3.816142559,5.794287844,3.194533995,6.85433558,12.22509385,6.339414146,6.608670725,3.449962076,6.34091008,3.594129001,7.19335676,6.281025428,5.829339209,4.295552458,7.058105215,3.048148749,5.781440762,7.805203732,8.489079509,4.32314893,8.475885912,6.806916939,4.431254524,10.01871992,6.223649853,5.099375262,3.882172475,4.616935674,4.333460985,3.281805401,5.524687569,5.005889375,4.36343833,8.522519514,6.447014092,7.597080612,9.036828594,4.274051491,3.711397165,3.920051219,5.341194527,6.257431006,7.492580591,5.660420541,6.841570682,6.821892681,3.21038954,3.192278063,4.291235773,6.953107016,2.7972579,3.457420209,3.332277945,6.144198758,5.016341928,4.372307004,6.795141048,3.32318041,5.543846867,4.639493403,3.501544691,10.64384463,4.150217394,5.827210979,4.526666385,3.971445322,10.52562176,3.851051484,5.904754963,7.523960661,3.347259101,8.399316132,7.879588204,7.928483496,2.954101062,6.23975919,4.285902381,8.639574215,5.614511145,3.122695156,7.558812704,4.557974413,5.981491418,11.12897495,3.512082401,4.575562559,4.239001612,5.605481892,5.837883511,5.74538023,7.099702074,5.900330641,4.068925849,10.47269419,3.092707629,9.734512516,3.741315557,5.538888229,3.701318203,3.78718828,4.146166371,5.022614177,4.352405976,2.742685459,3.729510074,5.530063245,6.591946067,4.9613657,11.48073943,3.51242871,6.828557712,4.809434609,3.044908516,6.873088375,4.238373249,3.252376987,7.243828436,7.567429737,3.503120882,6.972732159,3.710043683,3.893665835,3.166634932,8.045467892,6.049605131,7.021899013,4.151145866,3.579339534,3.200716798,7.359140417,4.42573223,5.909924754,3.325081148,4.156627665,3.440823809,6.255799098,4.667637286,4.359008474,3.595941155,6.311962929
31,3.499621718,5.360415382,3.786360372,5.510694398,4.521390889,4.312891955,9.027093873,5.602311484,5.913882994,3.725121992,3.782770007,8.976371045,6.112507436,2.991893913,3.274896224,7.014842027,6.445824801,3.391916795,4.026940779,6.075645947,7.952629197,6.67066284,6.634272207,6.806102345,6.307253905,6.458022048,5.221007936,5.875499551,4.462313669,4.580153772,3.773581427,4.940982571,5.082942619,6.009988833,2.939666639,3.170553786,5.568077654,4.117315414,3.878717769,6.388915431,4.636171884,3.479401479,6.949545245,4.162436201,5.638927591,4.986092186,3.751046186,8.390302673,6.714652506,5.063750714,4.040887837,3.740742098,7.045347235,3.4848911,7.286969285,6.382562552,3.448812762,5.998422487,9.351615685,5.905799767,3.8057909,5.771630713,3.716448462,5.576063212,11.91869885,5.870430759,5.78343552,3.442302677,5.758336075,3.900132337,7.097525677,6.468609004,5.161545567,4.142687637,6.633646148,3.335525021,5.591347139,6.537836787,8.896992435,4.383770596,4.794706875,7.033786099,4.409451408,9.810468573,6.837964428,4.646999083,4.006072807,6.357126566,4.220572434,3.523783632,5.576027795,5.228144912,6.165461537,8.383455397,6.317750165,7.633865837,8.583177593,3.935281252,3.74240782,5.163431019,4.886599912,5.69511612,8.044448319,5.080818991,6.936208112,7.247719236,3.192074993,3.634071308,4.323691971,5.559018407,2.871390348,3.28964773,4.493589672,5.990923933,5.4905843,4.734877556,6.413341528,3.269534501,5.231693759,4.678684162,3.700378015,9.333029201,4.399400108,5.239017496,3.844735259,3.652537896,8.943433512,3.747922311,5.091658937,4.771004883,3.626758435,7.905844287,7.360980065,8.035568841,3.21627043,4.375506021,5.949231392,7.81229758,3.671869819,3.173705344,7.476457231,4.871814924,5.871912568,9.527118537,3.318999355,4.387224572,4.237246291,5.267501525,6.153317302,6.027505644,6.097717428,6.298500329,3.895260561,4.307908135,3.888177375,9.189974124,4.000686907,5.11208963,3.309455121,3.743478302,3.818157247,4.390301098,4.324627347,2.867822429,3.701033862,5.31151011,4.688161611,4.869405296,10.95027974,3.504944671,6.658580766,5.297781519,3.044894179,7.34130924,5.058563059,3.467683902,6.774584901,6.590366153,3.359711228,7.540646578,3.84601905,3.949445771,3.182440123,6.802452073,6.771484533,5.201615736,4.231504805,3.657451153,3.133488275,5.243260728,4.808597772,6.375156922,3.242848899,4.567424747,7.847399296,5.829881226,5.438250098,4.587675211,3.702885301,5.067777513
1064,3.727807058,5.116359351,3.069615788,5.129885911,4.854722315,4.508897931,8.270458308,5.730962934,6.535956278,3.562513902,3.885195508,6.406607654,7.678573814,4.531197723,3.96990817,8.334980963,6.240468039,4.00634714,4.071295736,5.270402415,7.528280136,4.882194869,6.377949739,6.820922661,6.793736948,5.94759904,5.19310119,6.074141789,4.245970726,4.870116244,3.768723158,4.53520785,4.882096146,8.818966234,3.263211021,3.753497315,5.118056608,4.177563096,4.078971336,6.152207618,3.178294349,4.511405337,6.036752983,5.091642959,5.030902492,4.430326206,3.65618752,9.191852773,6.716916983,5.068944704,4.162441272,4.063729981,6.181170156,3.802000268,7.008008974,6.286544084,3.226102717,5.976091826,9.292865169,6.382785881,3.826380028,6.118729155,3.106348717,6.337197351,11.31322074,5.621653952,5.627732579,3.408882328,4.88721485,4.001307507,6.576448709,6.712339648,4.690204236,4.142153967,6.166627271,3.278071523,5.694702627,7.658662804,8.695721486,4.313071375,6.243681301,5.925344541,4.466251005,9.247370689,6.944707057,4.72358877,4.151037294,4.559490758,3.990632284,3.82558072,5.250624286,4.974734301,6.574534399,7.866767666,5.991531447,8.183315077,8.98154394,4.210184692,3.95027493,4.012224357,4.64875682,7.373770694,7.168363778,4.570566362,7.30377824,7.321710417,3.295593374,3.236308701,4.350642622,5.815906059,2.998147848,3.624835049,4.258761683,7.324932322,5.495283409,3.808543864,5.856669346,3.415099068,4.866124417,5.2762126,4.027450805,8.0637777,4.427363234,4.669571088,3.105715446,3.993109165,9.483989171,3.723881924,4.981272777,5.181959468,3.983852726,7.089007834,6.908013778,7.164573076,3.220009379,4.769830279,6.897819796,7.152481521,4.561257408,3.285989557,7.85306517,5.157670744,6.244582033,9.294461175,3.44164739,4.496421054,3.790954463,5.200019881,6.598126351,6.278424927,6.387025207,5.784934022,4.062329468,4.291696545,3.785476714,8.267911806,4.001478293,5.135772528,3.514200318,3.557635361,3.853107348,4.642198922,4.605686585,2.900705426,4.183363392,7.085849106,5.034991848,4.588288706,10.65215054,3.867242254,7.046608473,5.400789946,3.049919656,6.309315778,5.120302276,3.37386055,6.158538041,7.691630651,3.547410808,7.508524902,4.003639546,4.134485388,3.138475711,6.856898593,5.968632696,4.867050853,4.241812119,3.766380896,3.462022414,4.611172074,4.916053655,6.162767627,3.237903,5.572851699,8.862713493,6.552998065,5.271899106,4.551809395,3.541356148,3.884861284
1977,3.591951202,5.42731067,2.936293315,5.242791634,4.470050737,3.785233336,8.579763626,6.269266105,4.760088959,5.556456589,5.022485497,5.201955478,5.645773196,2.913128271,3.232763299,4.245639308,6.67079605,3.628798051,3.777896896,5.530920406,7.958102723,5.169664787,6.691349933,7.28642183,6.066949771,6.111989695,4.274484228,6.577436665,3.091834202,4.474186567,3.97566695,3.929001445,5.501676369,7.916090295,2.972981188,3.27570381,4.395795205,4.33482961,3.962208253,6.808436631,3.560759401,4.229992721,7.534642,4.518257664,6.509812932,4.947961479,3.658666181,8.20243714,6.691429809,5.172598267,4.405002101,4.025651408,7.192431288,3.469002562,7.754698029,6.267305344,6.271400191,5.296515914,7.553162403,6.459148038,3.72720057,5.866314053,3.286021012,7.587728653,11.54011645,6.887694659,6.069485497,3.376905152,5.253532443,4.227380915,7.454960528,6.596459585,5.314181737,4.596760295,5.873233065,2.981672317,6.005500684,8.049385438,6.357057012,4.607251401,4.603493238,5.582242038,4.7075901,9.401364309,6.892298965,4.80727571,3.645446909,3.669540273,4.260035841,3.513750844,4.665906753,5.206609448,4.98647885,7.91688683,6.965164772,6.248281139,8.965912487,4.702179662,3.583063021,4.189089624,4.746867626,5.504741899,7.537478868,4.786061392,6.750696356,7.363749245,3.331920685,3.642043758,3.610149949,6.186101693,3.769971584,4.103581883,3.934119882,8.266861157,6.194099597,3.727215738,6.703529449,3.374278562,4.818198019,6.564432006,3.224845461,9.083699732,4.772359683,5.713404451,4.643322477,4.019591068,8.767738123,3.797457303,6.111825774,5.888668567,4.622759774,6.655015839,7.229297337,7.132393824,3.060295671,3.785077749,6.806353046,7.65051658,3.575063232,4.480076217,7.871692837,5.00756166,5.471563715,9.260989287,3.530317624,3.85996732,4.037027243,5.501008014,6.380285341,5.937635043,7.020011092,6.659278865,4.074908923,3.9338176,4.158959093,7.317871173,3.788854316,5.724347205,3.481755834,3.693716542,4.96606621,4.119638218,4.092123521,2.863967502,4.198218104,4.168054299,5.09026881,4.628096281,10.12575745,3.454663895,3.591781524,5.714627459,3.243122254,7.881026557,5.089903657,3.680038604,6.828548609,7.838148664,3.479148201,5.905267726,3.64166206,4.23957027,3.04915258,7.015672474,5.887680623,4.435395325,4.138083958,3.44730032,3.077012077,4.617758562,5.036431884,6.97083666,3.577259738,4.999834543,6.951750442,6.321193198,5.384720918,4.338807505,3.48899361,3.565612301
1124,3.644882657,6.101472251,7.223971488,3.753926831,4.656179663,4.112958994,9.192117747,6.179887076,5.994103926,5.511115863,4.247401114,7.608126993,7.842483763,2.866883286,3.70987157,4.804494326,6.46333241,3.578319477,4.398917704,6.371350461,8.087024765,5.670832889,6.355471545,6.17313193,6.654517925,6.787822471,4.964628979,6.775809484,8.224640889,4.610394536,6.086722114,4.942938343,5.386070612,6.453889525,2.872237497,3.323765213,5.22880152,4.329776223,3.755915261,6.676662378,4.264871644,3.867981124,7.210371405,4.683306385,5.774335053,4.86642971,3.451575488,8.640579904,7.230319396,5.137272923,4.405368726,3.607839589,6.847669395,3.390333115,7.173823811,6.164189575,3.408807971,5.632005291,8.713500211,6.255965166,3.652130401,5.877532502,2.996191409,7.424603935,11.81432449,6.16136273,6.551787691,3.296810509,5.699190319,3.805507235,7.261442602,7.006850461,5.813575128,4.13522267,7.326666064,3.047549643,6.695997533,6.477966348,10.71806823,4.302282476,5.833283119,7.152884081,4.122306836,9.554695521,6.644101512,6.003800278,3.888026183,8.993831918,4.51729874,3.996712248,5.700918333,5.623958271,7.176498391,8.375685113,7.364684928,7.726612222,8.950642392,4.439178913,3.639449462,3.914295158,4.763289679,5.75162394,7.613410896,5.501135853,6.190511346,7.431812426,3.356662589,3.224924191,3.898448055,6.468778892,3.115711571,3.773966587,3.684821481,7.574181428,5.77394617,4.349901835,6.371818113,3.800132372,5.010494471,5.419332729,3.213670124,10.03256471,4.805759909,5.333256644,4.037441217,4.233121684,9.924178494,3.726133325,6.469774949,7.650607295,3.647121208,7.787173829,7.784424876,7.851911896,2.97649123,4.490348404,6.165185025,7.58540993,8.94908994,3.141968968,8.183065296,4.652237976,5.873011752,9.726454028,3.235785201,4.712369353,3.990240932,5.551075839,6.350242259,5.208767354,7.011457614,6.900162471,3.898317867,4.945489292,3.71790219,9.680358128,3.742751957,6.257084222,3.362423581,3.67180008,4.896459445,4.890654209,4.240910384,2.802595346,3.89906313,6.124403124,6.912935829,5.066025119,11.21466567,3.801245169,5.168344954,5.294134401,3.09990493,6.690192298,5.045137893,3.435004194,7.014553812,7.690203703,3.381633116,8.674536041,3.804119596,4.145666168,3.196479362,7.764857927,6.89067035,6.603816025,4.071050507,3.514805537,3.127490611,4.71335253,5.410876878,7.484863941,3.287758731,5.919696609,7.297289798,6.620972629,4.823735644,4.300150739,3.529178282,4.391690156
1033,3.440442259,6.074463588,2.854019819,6.008235401,4.666953836,4.096599673,9.068196046,5.799213824,5.783281337,7.276318824,5.075926456,5.143435844,3.772812913,2.85972169,3.464247217,7.212375263,5.686269792,3.270820139,3.929169357,5.92142039,8.401131075,5.128009272,6.461930269,6.930399513,6.630325346,7.220252846,4.751788693,6.793279528,3.271872611,5.411081381,4.773239838,4.585861575,5.420906492,8.543635804,3.039986472,3.206061192,4.660109413,4.45403479,3.778071814,6.62872987,3.723651988,3.782077084,7.611963821,4.612049566,6.118124273,5.409135813,3.556005352,8.560383684,6.948145918,5.13252091,4.453419981,3.994878909,5.698079245,3.554476202,7.160896076,6.53286407,3.356922998,6.336081817,7.881276989,6.373339656,3.87816872,6.489353959,3.086835636,7.900855294,12.14902374,6.177957806,5.71767109,3.662475521,5.096278271,3.933135747,7.841627113,7.902004536,5.288873113,3.799289034,6.701979332,3.289166458,6.41159917,8.166889259,6.560211185,4.641782653,5.494542628,5.956249498,4.67225861,9.956783006,7.419574998,5.399502462,4.475232469,3.156457474,3.761743866,3.297633349,5.260797959,5.277312092,6.674129324,8.436803533,6.708354991,6.555384524,8.608287652,4.172201783,3.733604374,4.363126947,5.062842121,4.799426693,8.022953091,5.208679106,6.875878031,7.397905947,3.28134259,3.319780704,4.583322804,5.845225096,2.762001582,4.084098259,3.416305056,8.715070274,5.536576154,3.653345324,5.55414195,3.16094284,6.22930482,5.344021285,3.705046043,9.334572955,4.77924905,5.443299468,5.318761104,3.528702337,10.19139151,3.792755251,5.982503794,4.859541042,4.436542029,6.311327862,6.903383669,8.060034212,3.254086606,4.356104544,6.239537494,8.004760357,3.318897331,6.671298638,7.50653713,5.066758648,5.547169547,9.019762247,3.597688872,4.145324881,4.242480419,5.136496636,7.06555534,6.405212503,6.285166257,7.850906077,3.840126726,3.300315969,3.645704713,9.040252926,4.017682794,5.506332402,3.64629952,3.675128776,4.556120338,4.110831824,4.525729522,3.008653444,4.087713388,5.533067801,6.779644822,5.852060631,11.10613734,3.486527686,5.244798456,5.284401656,3.108899759,7.078365187,4.950656719,3.413439541,6.659337451,8.076014073,3.209695348,6.961761872,4.187709687,4.088972746,3.191793297,7.040552274,6.118881999,5.242048881,4.14376637,3.510229824,3.122408744,4.479812452,5.838741425,7.423098594,3.514954425,4.623038303,8.991724756,6.591718759,5.365742669,4.874094429,3.557319487,4.218042276
91,3.441640805,5.709561041,3.184007542,5.52893431,5.052110456,4.595851262,9.125170648,5.388066832,6.006892054,4.874203834,4.398073796,6.849687518,7.377633001,2.849841158,4.067116408,3.604448939,5.958327294,3.392350836,3.672200223,5.904110238,8.44885409,5.961929987,6.49454861,6.434367474,7.020689048,6.819199796,5.361867627,6.884670902,4.525313978,4.676357531,3.814285659,5.62061697,5.333169685,9.883578145,3.791415006,3.320359035,4.815713196,4.18431165,4.14848372,6.658513105,4.990730517,3.412435335,8.341899904,5.01246257,6.938580223,4.528187119,3.465352915,8.46941775,7.021229929,4.797117559,3.706612788,4.336992313,6.508275476,3.535475801,6.757825692,6.128260429,3.386015995,5.187612439,8.846651624,8.04471095,3.906665028,5.58059453,3.090777769,6.154205919,12.18058028,6.662909,6.09343175,3.344168561,4.904946662,3.764942438,7.453874458,6.447202058,5.137677716,3.516387395,6.956944172,3.216288195,6.829663901,6.467061322,9.521420485,3.961146106,5.548813326,7.995966792,4.277342176,9.092432462,6.747894967,6.044771139,4.328143075,5.513003339,4.450048693,3.529172562,6.01965486,4.471384355,8.590838516,8.340180851,6.821422108,7.754272208,8.145710631,4.214094963,3.592716161,3.864149958,4.858083564,5.346620045,7.222540368,5.176773504,7.03917677,7.902263684,3.276187321,3.117889254,3.847457793,6.342625823,3.829654225,3.246205646,3.409041393,7.487127323,6.079240943,3.856631736,6.927801467,3.179893604,5.357955445,5.086387326,3.381141961,9.395745531,4.917854071,4.965781115,3.783342193,3.927984343,10.0902777,3.820336167,5.659822819,6.399929926,3.489261093,6.989276251,7.38232441,7.476977168,3.016009791,5.193308628,7.242028958,7.0466148,4.400512841,3.142146954,7.60714087,4.114108327,5.526968034,10.0423544,3.431760917,4.494880481,4.091255391,5.184190105,6.864179909,6.162399627,6.883765315,6.712304274,4.239836528,3.974879999,4.488114965,8.609739093,3.723673129,5.700012926,3.471679679,3.506521755,5.279945761,4.716399163,4.634747804,2.860817319,3.955940735,5.644792352,6.436356737,4.96646611,11.34054137,3.649856319,4.455227873,4.700479618,3.158661457,6.297317509,4.785121263,3.214636173,6.752735274,8.157524885,3.323136283,7.967591716,4.024770224,4.321959739,3.268566271,7.353039109,6.298694412,4.457578144,4.01921793,3.522335483,3.201084878,5.502100719,5.285959229,6.158257733,3.383424677,5.536107269,9.196210084,7.080740447,4.584060915,4.706622905,3.474273104,3.804110534
365,3.431249039,5.555694269,3.677322318,5.406268336,4.856877227,4.830381933,9.273853922,5.617111838,5.743869527,4.908857928,5.403251716,8.702984615,7.230315731,5.530681371,3.715623132,6.146329078,6.176075425,3.599151577,3.700132551,6.858058136,8.624073882,5.097331971,6.758380404,6.965166534,6.111803652,7.305933009,4.515710184,6.84666922,4.905952137,5.174007972,3.429859908,4.949332841,4.615274904,6.90395795,3.251858853,4.670133118,4.872971654,4.065524607,4.006626727,7.173490951,4.68827283,3.527302198,8.046461765,4.823629632,5.269091428,4.939436902,3.590359299,7.258787556,6.222280628,5.527437393,4.919058801,3.752783449,6.585849085,3.375371854,7.67339729,6.686936142,2.814810482,6.108223251,9.516462781,6.436262175,3.752497538,5.998169718,3.423822615,7.109773118,11.95449054,7.045126725,6.096870509,3.595157754,6.686205448,3.985232196,7.189696391,7.239850946,5.814809211,5.069250943,6.888731824,3.301203672,5.427520146,5.844294111,9.73824042,4.084419628,5.57691585,6.000879251,4.333169958,10.32231494,6.884603834,4.732274475,3.979249249,7.183833284,4.224540359,3.781691783,5.509398456,4.270915786,7.450396624,8.255883647,6.171489424,7.920069761,8.439301949,4.277453993,3.683114985,4.606672234,5.253704109,4.813190122,8.045073385,5.090736749,6.342711401,7.696642853,3.154124779,3.11354538,4.600811269,5.550624795,2.786255966,3.432196775,3.734299465,7.39918364,6.098889562,3.877947227,7.323215739,3.416474386,4.85502309,5.502822216,4.189385423,10.00446926,4.682161247,5.224355765,4.043215567,3.754658785,10.31076975,3.938736437,5.340938459,5.930117751,3.694673724,6.364859491,7.512646076,8.045133393,3.102774916,5.027439668,5.637374111,7.771611069,3.135220008,3.153905755,8.407361263,4.885053502,5.322707035,9.530541361,3.571299337,4.199947715,3.96802856,5.161365037,6.810536334,5.952621377,6.870945616,7.364586084,4.270424231,3.939857162,3.779562671,9.657075255,3.882154559,5.377774767,3.575222306,3.812403351,4.558007706,4.448602449,4.664802608,3.148772138,4.050185446,4.885201281,5.535627435,5.558512736,10.66991305,3.34119249,7.291665354,5.787557171,3.189889091,7.182233087,5.229336508,3.294734599,7.406562892,7.897955475,3.464537026,7.374469215,4.033055274,3.829589775,3.188013468,6.862670934,7.038767647,5.683397631,4.451820702,3.657134694,3.098388116,5.523412637,5.430241076,7.536605321,3.275750975,5.574161097,6.700045427,7.006908315,5.324014455,4.995803718,3.55766282,6.168957294
1035,3.475114934,6.742475359,5.980481383,6.517167759,4.667039407,4.442290779,7.959075818,6.148653147,5.66483461,3.045734003,4.733315671,4.627318796,6.392491819,2.873574124,3.280542828,5.891463054,7.336143942,3.699065743,4.134421776,6.398890313,7.946305733,4.497999806,7.637812986,7.508753252,6.159364777,7.154393528,5.734872596,7.19926301,3.048013011,5.000138267,8.982675776,3.719595208,5.629740143,4.178042633,3.172423693,3.393857696,5.450465973,3.860644953,4.313140452,6.980903537,3.58865311,3.964785306,7.152583332,4.550081757,5.955721822,5.584850708,3.443939465,8.368413474,6.31600028,5.375258094,5.374909199,4.363127081,7.106777771,3.410326866,8.15224507,6.216951108,3.21471324,5.236106333,7.915814749,5.385798957,3.408300713,6.363973768,3.754177791,8.410887744,12.05509754,6.728568677,6.821203214,3.212919492,6.111837552,3.965043815,7.798770989,7.362192394,5.152660227,4.205305248,5.900760327,3.076831414,6.708465506,4.332292972,7.261507596,4.105799354,4.227047696,7.516465306,4.880186796,10.16326961,8.428938613,6.22114486,3.782723323,3.046613801,3.546758486,4.320408895,4.902643303,5.446211873,9.336867044,8.493807207,7.142555991,6.555782605,8.771762173,4.287715902,3.554882729,4.043603408,4.989412951,6.746753455,8.468221929,5.517094693,5.756161904,6.355711204,3.300568318,4.867823089,4.00494496,6.583699251,3.290667861,3.538422227,3.233347295,6.46185997,5.776449097,3.935657948,7.645124176,3.210653361,4.164442645,5.348698847,3.580587399,7.601854308,4.22045745,5.462551448,4.551611345,4.009779763,10.3582383,3.748265647,5.955716856,5.476017109,4.037067137,9.230271895,8.293909402,8.571913587,3.146541175,3.52687159,4.287036803,7.760176086,4.358099963,3.139828918,7.472475426,5.097797786,6.088865214,10.33164875,3.379917042,3.692372545,4.343864102,5.518698653,6.320016032,4.608700952,7.307074177,7.216992539,3.897658165,3.362897746,3.628377898,8.336457526,3.954872632,5.482305383,3.412699824,3.563114209,4.102554363,4.073655689,4.199339854,3.080180756,3.773483738,5.235969799,4.649320545,5.385048221,9.752021031,3.624314558,6.445195619,5.5640726,2.984990052,6.878262473,5.227908354,3.312655323,7.303084917,7.887657013,3.316715457,5.25746381,4.289063991,4.528299216,3.294584853,6.957520287,6.962828683,5.73502615,4.230014717,3.476697757,3.026631333,4.912517155,5.888117996,6.351597085,3.293486102,3.66993553,3.269611971,6.851941625,5.088591253,5.284457857,3.557971025,4.278321269
