"response","CLDN11","THAP10","MMP1","TP53","PRDM2","SYNGR3","ARF1","EXOC7","CPSF1","HIST1H2BC","KCNMB2","SERPINE2","TPBG","FLG","C6orf123","SOSTDC1","SMARCC1","PCDHA9","UBE1L2","DVL3","TBL2","FBLN5","BRE","YIPF3","CEPT1","MED17","SECISBP2","TARBP2","LRRC15","TSPAN9","NELL2","SHROOM2","CIR","LCN2","ORM1","HOXC10","CCDC41","PSCD1","FANCC","HDAC3","SCML1","HRK","DNPEP","EVI5","USP18","RPUSD2","IL12RB1","VPS28","NDUFA7","PLCG1","RWDD2A","NT5M","KIDINS220","CHAD","SNX17","GMEB2","CEL","ZGPAT","SEPW1","PLEKHF2","FSCN3","SLC25A11","MYH6","APITD1","RPS13","MREG","MED23","ARSF","MOSC1","GSTA3","ATF7IP","DNAJA2","MCM5","ZNF35","RALB","MAGEB2","SMC5","MLPH","LUM","FLJ20309","GALNT14","DCLRE1C","PTMS","RPS21","DNAJA3","WHSC1","SNAPC2","CXCL14","C9orf167","PKMYT1","CHPF","HIRIP3","MT1E","RPLP2","NUP85","PTPLB","MRPL24","SOCS6","ABCA2","ALDH3A1","MRPL44","OXCT1","C20orf43","GABPB2","SETD3","MRPL40","KIR2DL4","PYY","ALKBH4","ING3","TRIM36","FAM120C","PITX1","AIFM1","NRBP1","C13orf18","POLR3B","SPINK1","PPFIBP2","PLCD1","CYP2W1","MAGED1","SLC7A8","AGGF1","SLC16A4","IL2RG","CST3","ADRB3","EXOSC9","PHF16","MAT1A","ASH2L","RBM16","NCK2","KIR3DX1","TBC1D12","C2","PIGC","ASPN","MAGEC1","KIAA1012","KATNB1","OGFOD1","CCNG1","GK","AFAP1","RANBP10","HELZ","FASTK","ENOSF1","TNIP1","DNAJC10","SCLY","SFRP1","FLJ20160","PDGFC","C1orf69","TK1","HABP2","CFP","BUB1","VDR","FNDC4","HIST1H2BL","SLC1A6","ZNF250","NXT2","PEX13","LAPTM4B","DKFZP566E164","CCND1","WDR46","DLGAP2","TRIM27","PLXNB1","AKAP4","PHF10","ABCD3","GJA3","EGR1","IQCC","H6PD","AKR1D1","ANP32E","YEATS2","tcag7.1314","RRP12","TRIM15","CRYBA2","HDAC4","SLC35C2","MLF1","SIGLEC9","SLC46A3","VTCN1","DR1","BAT2","MAN2A2","CADM3","CACNA2D2"
912,3.815604834,7.016414706,6.084278987,6.646380941,4.596977486,3.868130002,9.808301008,7.155064488,7.170368266,5.676588889,5.319201177,7.58685559,6.730344502,2.831156547,2.896300434,4.345366938,7.379476599,3.452873892,4.60728335,6.260590527,8.636529372,6.548084126,7.596012952,7.85470824,6.650222925,8.682481373,4.861551346,6.612993771,3.386992196,4.879018913,6.367103025,5.933794913,6.182271889,7.582394694,3.136102311,3.689741672,4.645417992,4.61322506,4.125361125,7.403972376,4.108408641,3.366604363,7.336513915,5.815569753,6.477525204,5.99290403,3.911951848,10.2399644,7.394261057,5.418702691,6.627263571,4.307287541,7.135617549,3.90067779,8.937918842,6.151222683,3.33978165,6.052232042,8.846034741,5.729852012,3.765667511,7.079905141,3.579526564,7.14371671,12.37185878,6.954952836,6.893416341,3.587065462,6.817701943,5.002536233,7.396854946,7.289513356,5.870544582,4.344028873,7.058692359,3.259823129,7.311098043,5.271859364,6.225959645,4.273802285,6.733698492,6.865043388,4.423558234,10.76869439,6.928099228,6.327493437,3.919580599,3.227203149,4.623845888,3.931823453,6.54550174,6.408686323,7.08414109,8.749324017,8.224029062,8.364152025,10.17555336,4.030169362,3.613698428,4.250453554,5.189634112,6.665539124,8.135242714,5.2703565,6.744360951,9.164316653,3.295006569,3.157700346,4.280562367,6.346963001,3.59214402,3.903776323,3.611077044,8.938026654,6.353827813,4.341205931,5.999911856,3.152673223,4.74572171,5.582386195,3.577463058,9.801007102,5.715201123,5.695451652,4.079253153,3.848411,10.85073071,3.71021073,5.669189792,6.188154315,5.548291364,6.641070961,7.638294599,7.014200998,3.112826038,4.72074776,7.453910117,7.131530759,3.419592999,3.273035621,7.646116444,5.842826127,7.408670258,10.81961731,3.812902427,4.517777381,4.019209615,6.475811219,6.810200638,6.843195923,7.013670592,8.017130214,4.132634179,3.463206167,5.08039646,9.241680197,3.766311029,6.187485131,3.437655189,3.729674882,4.501881758,4.352006775,4.60061541,2.859255428,3.627898527,5.689453547,7.411351808,5.047221452,9.691988924,3.860031184,7.591593907,6.341227109,3.223104941,6.585208186,5.243897569,3.328331978,6.564025021,8.485931361,3.415853541,8.356830202,3.911557573,4.41611676,3.437729217,7.101510242,6.466921095,6.55651997,4.363668516,3.636193573,3.178501647,5.918917543,6.461634566,6.41934649,3.328817479,5.696261746,6.870148423,6.84255838,4.657533691,5.486944979,3.723876822,6.318210134
912,3.677760712,7.001371082,9.77932641,6.394815003,4.637420769,3.933081974,8.873372296,5.830846016,6.224404492,6.352707695,5.505068042,5.729749968,8.073881031,2.890483053,3.397872662,4.45417389,6.033157635,3.396521558,4.380823677,4.551303891,8.798700598,4.439403287,6.763291097,6.878598697,7.646054351,8.231040224,4.483370883,7.245957819,3.836251981,4.579326988,5.472243616,3.901613886,5.872887512,9.063797445,3.141583619,3.500974473,4.493144971,4.525604441,3.893796536,7.54847235,4.274200966,3.353956598,6.709926875,5.793172048,6.602222326,6.068281181,3.950003522,10.03098733,7.984086628,4.785552144,7.169157678,3.924283895,5.77278805,3.712241082,8.765482382,5.729421283,3.113990733,4.304552417,8.840136813,5.94483938,3.66720501,7.516192718,3.197949,7.822380802,12.48716082,7.140485777,6.988617517,3.282299458,5.714503685,4.042816771,6.287891437,8.046607807,5.408374318,4.903307443,6.361425788,4.240052936,5.959287324,3.924258792,8.951081462,4.21530592,6.666478988,6.432485447,4.62371854,10.73328112,7.753881244,5.262326724,3.885860001,6.825288691,4.809328129,3.979158956,5.188701117,5.490400067,8.025338813,8.742585655,7.850672728,7.538636303,9.401506107,4.053786047,3.578331226,4.482382202,5.125412052,6.688751656,7.338227953,6.045917602,6.536778413,9.41488662,3.220756775,3.179770017,4.190653155,6.090134554,3.167133125,3.8904298,3.409793732,8.305194093,5.160432348,4.033281165,5.835142639,3.467166451,4.760852608,5.413117584,3.587008903,8.592184748,4.492429009,5.438282718,3.55397374,4.66051923,10.00143019,3.951186962,6.103643187,5.688769474,4.576747738,6.534565539,7.361980307,6.915342653,2.962510117,4.4474716,6.872685212,7.364876853,4.887059467,4.322715698,7.189632755,5.220276762,6.731250968,11.06763934,3.650268621,4.330032364,3.787080145,5.42911873,6.316701787,6.611994541,7.168426981,6.403989143,4.093728645,3.383861676,3.184406547,8.542791478,3.513728078,6.479408263,3.716596455,4.177929985,4.228619232,4.641936412,4.497989455,3.170785881,3.711939567,5.66810883,7.545797592,5.387946182,9.124203368,3.688938042,5.165648915,5.888589423,3.085159593,6.534573257,4.311764249,3.465197448,5.807655713,8.485751813,3.330692211,6.915974814,3.781268454,4.00562335,3.428338191,6.664339965,5.749517062,5.940065498,4.28292142,3.768771408,3.192435953,5.79316252,4.5891992,5.882668421,3.303925084,4.896869505,6.758943236,7.315311978,3.982559063,4.757498663,3.581317831,4.486259941
643,3.40640031,7.89806207,6.67888539,3.594516649,4.244282529,3.855455171,9.646707567,5.654025413,7.218369746,3.118227587,3.468520138,8.980754786,6.882281549,2.792111902,3.584846006,3.420827228,7.697441885,3.17736129,5.248981328,6.119753453,9.132713399,6.016914528,6.077827224,7.587866198,6.501847873,6.410041491,4.745693299,7.046249255,3.342206405,4.855412587,6.471020481,6.548588291,5.868984718,7.999003618,3.935670806,3.517474404,6.865721096,4.157807185,4.396488241,6.267254472,6.353089737,3.659340391,7.00443823,4.393670112,6.086484515,4.980396048,3.714223609,9.507604487,7.225704638,4.84298654,5.239054218,4.178631422,6.789096388,3.579248139,7.372619999,6.155324569,3.570770744,5.753902355,8.85304708,5.368255596,3.874651408,6.390510113,3.320258622,6.840341999,12.51724803,5.682435079,7.597699668,3.185363648,6.918545367,3.969318535,7.417086593,7.333413759,6.393342403,4.255623792,7.095551715,3.250233785,6.19952468,3.912899932,6.059207791,4.356045825,4.900560793,7.373049791,4.682012896,8.871533234,6.957689694,6.921573933,4.331373489,2.92146561,4.562296235,3.656761768,4.838755945,6.990105782,9.021793647,8.237502913,6.570195739,8.628231144,9.359179569,5.058676507,3.732193516,3.86695967,4.711530343,7.362711977,8.374834795,5.683784186,7.918937918,7.434094836,3.331313072,3.089686622,3.711720215,6.203029506,4.265622057,4.032606244,4.059328946,7.65728628,4.817559283,4.51888555,7.008828833,3.144877431,4.647933429,6.028685125,3.324839367,9.82510368,5.104335284,5.575023403,4.607351424,4.99001478,9.858003673,3.530515286,5.825045822,6.247443853,4.145482863,7.513803844,8.038463408,8.062367351,2.936706584,4.211919774,8.334072879,7.456758597,4.964287716,3.223208371,8.280909641,5.062250075,6.82461745,9.568983947,3.692275691,4.044658261,4.122659298,6.029519606,6.965337336,7.288954901,6.741470175,8.148222558,3.708384462,4.927397123,5.330502659,9.959522854,3.622961138,5.01109346,3.400067955,3.572764402,5.173620261,4.075187453,4.231665783,2.675041314,3.676319542,7.247028724,7.495078543,4.14402585,9.992122105,3.749053997,4.527498483,6.213277946,3.154453484,7.490380847,5.549552734,3.181817864,6.867662586,7.371607436,3.316531103,5.259978824,3.750949309,4.404877533,3.194452386,8.148850322,6.72295852,7.075539049,4.10760022,3.52069049,2.967806813,4.465945602,5.31484583,6.857345872,3.30549221,4.691490512,3.321021255,6.39507751,5.565177054,6.430959737,3.74506422,6.651153761
453,3.944702143,5.752078624,7.06101184,5.712935523,4.921699134,4.688526936,9.718635717,5.630587866,6.66696066,6.202184071,3.486015109,5.160196735,7.275780949,2.856731932,3.426970559,3.678971116,7.654333813,3.048080716,3.98628067,6.492353823,8.284609505,6.039821021,6.828675951,6.776300894,5.930986234,7.052112281,5.072841125,6.195926491,7.565451002,4.900324559,3.443405205,6.468107054,5.852889781,9.713767949,2.876726484,3.89499821,4.578350001,4.502553836,4.282971884,6.167592867,3.798708606,3.3349751,7.462657406,5.443681528,5.608278175,5.91754308,4.003945043,9.715010556,6.850794033,5.381025749,4.465088188,3.702662455,7.544998499,3.479022224,7.468769572,6.393846701,3.13411355,6.778031196,8.819017512,8.286864124,3.888497361,6.89624333,3.162844595,7.135353891,12.30309244,6.892872117,6.143623769,3.19453685,4.792797243,3.836127136,7.695585991,6.375774186,5.937039073,4.038451183,7.23608589,3.30167969,7.068051189,6.082517461,10.60536252,4.56898615,6.355267879,6.746434054,4.224631911,9.053324529,7.224648101,5.271301442,3.99645599,6.967735675,4.978454649,3.869754884,6.352677391,5.869007882,8.259503929,8.893903069,6.252209206,8.320984221,9.775502481,4.64877843,3.642232751,4.062815612,4.834864785,5.192508646,7.003621533,5.480582773,7.334233179,7.636667099,3.299253303,3.107986135,3.725947627,5.706659683,2.978556944,3.566064958,3.907480719,8.909285998,6.440456073,3.896125972,5.92120562,2.874789658,5.371521428,5.508286117,3.595097869,9.585173909,4.540893306,5.682956662,3.73879993,4.439959316,10.23967398,3.781237832,6.200822742,6.208026524,3.818534005,7.266358066,7.95838217,7.949953223,3.124697185,5.482637251,8.013458988,7.717287129,6.747553797,3.170913907,8.267440802,4.389026281,6.678655797,10.07008179,3.398097679,4.635614399,3.900173806,6.316397553,6.757752155,6.739071875,6.667425928,6.39973609,4.116754668,6.606112381,4.330998094,9.716633922,3.744701544,5.230397828,3.650065115,3.418756985,4.495616697,4.887870143,4.579877769,3.033523993,3.884411742,5.608160954,6.749948992,5.529462606,11.94701939,3.725736011,7.852129039,5.712985045,3.164471801,6.936579085,5.528495604,3.186509942,6.401202703,8.043700185,3.33047763,9.056841261,3.659054081,4.834464299,3.501926209,7.322745538,6.132405278,5.895795473,4.346242373,3.580298367,3.078083523,5.272674203,5.500170949,5.962083252,3.374752295,5.80175315,10.53151104,7.08636481,5.285668617,4.911739503,3.794336337,4.904744675
420,3.754356628,5.439222802,2.927808338,3.880450734,4.799534992,4.142182487,9.337317692,5.537205601,5.774400007,4.515830351,4.095481212,7.007229206,5.779903568,2.764798716,3.536200371,8.905700352,6.917514399,3.419077171,5.139128501,5.782034978,8.273695591,5.538189643,6.309947986,7.833746366,5.577821104,8.359947101,4.931430334,6.598365374,3.424598681,4.494151338,4.392179044,4.149750065,6.095696733,6.303541085,3.055376281,3.653161062,4.798650175,4.058857311,3.982535737,6.122559935,3.396264017,3.511814532,7.128340677,4.704637602,7.279270363,5.436683588,3.997172674,8.781948562,7.102554683,4.83543538,6.149760917,4.396099094,6.903989475,3.703750366,8.021006042,5.510762116,3.838417519,5.800325848,8.076347851,5.172099668,4.017900404,7.940376063,3.264793203,7.343415495,11.98649291,6.983023767,6.672056024,3.536728385,6.576973497,3.946065268,7.806793953,7.406318947,5.943542791,4.501741353,6.999151532,5.991988342,5.659384819,6.218128031,8.176453041,4.46251076,5.013795291,6.488653395,4.58469533,9.363342209,6.883057987,5.8634026,3.798247814,3.07088678,4.308023025,4.08764234,5.326776454,4.984953818,8.405965413,8.636367512,7.195224853,7.993503282,9.29215113,3.54757449,3.718955897,4.211714995,5.279872243,6.084657243,7.41819401,5.366468031,6.82249313,8.033619432,3.036409413,3.287519632,3.998189951,6.194236845,3.781884347,4.32763775,3.31948966,7.743495765,5.656141575,3.056754456,5.986633695,3.118422468,6.061918292,5.341449735,3.498145446,9.75595335,4.057257358,4.70974949,3.740346523,4.134652551,9.800021846,3.802159466,6.147180853,6.558777211,3.728974343,6.901734756,8.24017132,7.974413277,3.238566116,3.882140096,5.939456452,7.982336231,3.404431003,5.470273589,8.164260482,5.053308452,6.600564258,8.695047284,3.576556888,4.436406176,3.974640924,6.479316605,6.607158709,7.450825882,5.885114403,7.723838502,4.017683983,3.62481397,4.245577657,9.506741223,3.670699466,5.761288362,3.46692545,3.456861348,5.236219347,3.982846432,4.43428971,3.042971194,3.832109473,5.25638522,7.219491452,5.569986758,10.09024538,3.688430357,5.984899248,6.180162909,3.196275381,7.408937899,5.109479347,3.237092209,7.555221024,7.178578389,3.454448534,5.224859588,4.026947699,4.034988323,3.137764007,8.413779242,5.610688527,3.868024753,4.26347897,3.501562913,2.957406305,5.337698523,5.427133142,7.366833244,3.398658374,3.91115368,3.019210973,6.13836665,5.710214725,4.748011199,3.582142901,4.266278419
141,3.886779157,5.157721005,3.256015574,4.223460137,4.542146158,4.851218421,8.840259967,5.488140837,5.78835402,3.652958292,4.164271072,7.492876863,7.006092673,3.026013595,4.993830018,4.946640746,5.534969169,3.25290576,3.790025476,5.421763473,8.079845586,4.617550866,6.276773879,5.53302323,6.417516991,5.934311499,4.653881245,6.537024737,3.346257525,4.518774159,7.660060545,3.871322847,5.062408527,9.711877198,3.544413482,3.428041017,4.981943927,4.285171197,4.317381007,6.319195801,3.477745175,4.229545696,7.137646919,5.285103732,4.360550412,4.684524453,4.172268482,8.715163515,9.460732097,4.568040068,4.226002877,3.917173282,6.159491973,3.625311872,7.77439498,5.941036588,3.03115767,5.951525735,8.045343901,6.42127552,3.825844165,5.95908033,3.316537318,6.185674728,11.63747583,6.675286237,6.860936352,3.535177706,4.864461999,4.135710069,5.633858079,5.972047503,4.978659667,4.33279899,5.793902517,3.300830255,5.553451415,6.350359223,3.599432998,4.586906085,5.652615465,4.999411269,4.695969294,9.832435474,6.859849533,4.331140964,5.414658916,3.311138521,4.017603285,3.76648483,5.184466025,5.798172254,5.382053633,8.435401557,7.096492225,8.184144088,9.131520083,4.155260325,3.749419264,4.337980202,5.294043368,6.463838643,7.21524207,4.761224336,5.872261361,8.326363239,3.331849633,3.32846799,4.119548937,6.809436768,3.107692,3.603320723,4.463179595,8.322297329,5.54664852,3.678866912,6.481539184,3.251192284,4.689995093,5.117920318,3.994968397,8.624564007,4.211969071,4.79243108,5.569453975,4.36134948,9.386733738,3.770083933,5.654810162,4.561363236,3.899039336,6.674024555,7.310215578,7.21976277,3.226840791,4.208274403,4.572866036,7.02688693,3.431941191,4.291434068,7.874655816,4.549817093,6.54931277,9.69784378,3.671366998,4.474889364,4.306561138,5.840447079,6.471987714,5.743704073,7.231199643,5.25175818,4.026866167,3.733992392,3.845084462,7.428719505,3.822484183,6.020063332,3.472721327,3.613692471,3.734064255,5.149002334,5.114715212,2.970430947,4.358826496,4.910340064,6.336195984,4.110218841,9.759074333,4.115579028,7.118773822,4.996363146,3.222078494,5.80535067,4.987175694,3.551469009,5.074904514,7.532483751,3.403448331,5.763764303,3.820446025,4.220627193,3.212709809,6.15108283,5.818758374,6.319747221,4.014236589,3.68575133,3.329800854,4.44582619,4.204602336,6.362255546,3.280999384,6.441726658,8.501447868,6.132291363,4.961128704,4.26875857,4.813678848,3.818909495
195,3.799165099,5.562324537,6.376471208,3.447146175,4.768557804,3.638289627,9.515339513,6.291278779,6.068552793,7.032050268,5.156654357,7.732495589,7.063731956,2.813473063,3.346397945,5.247685197,7.58294201,3.353678424,4.596221155,5.730534506,8.604832128,5.673828038,6.530013578,7.470213503,6.049171695,7.3775823,4.705370835,7.831830164,3.041257083,4.917676552,4.888363577,5.343332263,5.819390147,9.580806349,4.118528295,3.624814862,4.207980666,4.168145834,4.101974549,6.826041984,4.199273196,3.867567106,7.978239388,4.664933866,7.274601242,5.259853867,3.792573069,8.644883427,7.889063574,5.230771605,5.292877523,3.754872622,6.520392081,3.970522402,7.963530427,6.098203202,3.567125868,6.606031481,9.012090995,6.928743985,3.822662141,6.735899527,3.2911863,7.266038164,12.17118123,6.869155807,6.735396328,3.412713519,6.800489378,3.9376407,8.531477366,6.85651871,6.15772193,5.035956058,6.881541847,3.385952559,5.658169089,9.340027053,5.320518249,4.735211819,5.712826399,6.48373719,4.60606052,9.770853297,5.82627906,5.812108153,3.92376443,2.804040796,5.183070598,3.762826251,5.851765814,5.779196239,9.755335861,8.536640297,7.228108204,8.007622564,10.21850869,3.808495159,3.562605198,4.146628025,4.915238877,6.206690819,8.288711354,5.607667706,6.533597794,8.3273879,3.381016769,3.147662366,4.366993145,6.680307795,4.136329843,4.21670738,3.465630794,8.745868371,6.239001903,3.282581558,6.276973887,3.057384957,5.114411643,5.574800918,3.382806589,9.792995378,5.256790469,5.588526849,6.159013622,4.72968712,10.0202972,3.706889499,5.772557523,6.395150486,4.192825713,7.510310724,8.420379054,7.724515414,3.120264934,4.127750988,7.828434814,7.784281883,3.130424766,3.121955709,8.103252906,5.287276406,7.034551816,10.42694459,3.54870046,4.136917288,4.18971901,6.306933353,7.750125184,5.752312447,7.026526144,7.69081614,4.12424045,3.33036082,5.534983531,8.29700034,3.652988589,5.845943751,3.455608668,3.735063348,4.942416335,4.502249588,4.828005316,2.774165313,3.69846782,5.135308325,6.185631329,5.559698931,10.79420355,4.132299209,4.481150387,6.571866845,3.181754789,7.620200245,5.524098921,3.34490336,7.380252704,7.734139009,3.403567821,8.449183791,3.661307415,4.279171585,3.246660441,7.983452659,5.684162609,5.463557425,4.370513414,3.613311516,3.132774577,4.368858905,6.921830588,7.549036681,3.400552319,5.938252397,8.545495613,6.182381774,5.706243266,5.321920528,3.744273378,4.720454281
185,3.935465071,6.046801451,3.61069765,5.683584497,4.463908721,3.785496869,9.520505265,6.125087543,6.326740115,3.764538259,3.341901261,6.743369409,8.085470838,3.264005838,3.175094013,4.737506172,7.352517916,3.142061393,4.698950797,5.8854967,8.398617017,6.047557464,6.532452123,7.520591347,6.434398019,7.238862145,4.601333393,6.425565776,3.227313778,5.150629416,3.98025204,5.394209367,5.422043587,10.17038997,3.10461139,3.511922723,4.884165115,4.360299498,3.892872302,7.056259649,4.096032747,3.621795118,7.081269522,4.828838139,4.883980419,5.64916483,3.828452247,9.073314096,6.916245135,4.991150721,5.065464948,3.881324138,6.982173263,3.626907232,8.031910989,6.51243498,3.16409211,6.8347943,10.37492923,8.064567466,3.64403295,6.533513199,3.29361674,6.541903778,12.13574686,6.480628131,6.974244597,3.188534518,6.183262367,3.980159542,7.975271603,7.614513391,6.335373589,4.724442033,7.477848665,3.219698527,6.430361048,7.705115881,9.252507646,4.372885248,6.748588941,6.317329249,4.512414725,10.61718988,6.758867419,5.509178425,4.01874454,5.182383138,4.636978899,3.798340677,5.415026707,6.322767676,9.235930661,8.527281315,7.357639252,9.014262133,9.69479953,4.280093351,3.528420844,4.323551111,5.00764891,7.141403692,7.804262605,5.513193023,7.146592292,7.6093669,3.179572771,3.081091993,3.851989839,5.845295359,2.994191216,3.369538642,4.038897226,7.996069232,6.064719579,4.22203249,6.979007058,2.909417123,4.65729664,5.496005518,3.42758178,9.596933596,4.719022766,5.340067678,4.505999158,6.041347333,9.98129351,3.584597163,5.803399013,5.82566039,4.552850004,6.692342851,7.818456086,8.072472679,2.989066844,4.428953049,8.152497459,7.17908159,4.169975602,3.12953804,7.492631807,5.407836314,7.332188741,10.60446647,3.637870129,4.531543401,3.873316342,6.193866111,7.252115344,5.573294462,7.160010648,7.141674042,3.878630126,3.533964279,4.623851245,10.06999283,3.580166426,6.498727616,3.435194367,3.846212592,5.473897204,5.084629996,4.523882077,2.681706283,3.763499201,5.437153021,6.995985504,5.647659885,11.41395377,3.572633967,6.470816483,6.614703442,3.190693088,7.498174061,4.96546778,3.120180913,6.565598008,8.228038605,3.357643681,8.731386055,3.669718887,4.184537153,3.451298032,8.016678239,6.16625489,5.11304773,4.121287986,3.693460052,3.120916051,5.665716499,5.700051038,6.219100852,3.487820657,4.689711604,8.69630452,7.588543661,5.376456105,4.476488627,4.17813764,3.912092875
331,3.437947469,5.051917855,3.874451607,3.927061681,4.798500477,5.81321332,9.661700151,6.103857173,6.328443199,3.5684719,3.846409168,3.990974122,7.351361595,3.167089318,3.852005274,4.274323264,6.27473289,3.493795238,3.991158162,6.081586809,8.32843731,5.693095016,6.912867048,6.271803525,6.059959643,6.744456526,4.831418782,6.448638995,5.854674478,4.36064096,3.464336098,5.30561258,4.900922256,10.45900579,3.161074358,3.416257115,4.094543102,4.394013845,3.780117602,6.169679007,4.59511415,3.510964526,7.111974736,4.658190886,6.04894512,4.680755583,3.660614105,9.532732593,7.339864407,5.087683448,4.975086751,3.902061873,6.708889384,3.475817897,7.606480332,6.847397289,3.178182329,6.873248745,8.470779627,6.848001741,3.85030036,6.204595471,3.194816809,5.977502315,11.46079833,5.686336376,6.148985583,3.585453141,5.152970859,4.08486255,6.368740368,6.024548069,5.548038605,4.217845906,6.518979769,3.313872405,5.670148141,5.899305933,8.896006572,4.31881419,6.864304334,6.48741981,4.310731339,9.386495364,7.130614079,4.489323821,4.199816251,6.071696721,4.147954053,3.536710246,5.709994059,4.494804081,6.450298069,7.991051825,5.928445815,7.612624329,8.728413915,3.794143247,3.608041014,4.377608908,4.19049522,3.43068556,7.409869851,5.240858573,6.130991375,8.056272385,3.22901548,3.288839327,4.324101281,5.64319111,3.212113835,3.569840083,4.151346882,7.595115858,5.583033056,3.483645806,6.433181847,3.188822584,4.131444251,5.444666373,3.811113886,9.284444302,4.264150629,4.58125323,3.447871218,5.414715555,9.772855088,3.76911658,5.358549126,5.581324842,4.046339359,7.574970181,7.710468569,7.524530118,3.070666701,4.183713516,6.772813416,6.451245453,4.796845549,3.253585964,7.690863658,4.645482861,4.87424127,10.4509585,3.476994344,4.142786402,3.887740019,5.505648516,6.743089641,4.937865785,7.172686157,6.372498848,4.01858054,3.854020485,4.134781161,8.513503164,3.920485159,5.942940937,3.508163384,3.546491092,4.13460759,4.347564196,4.301997645,3.009385968,3.748299024,5.623328501,5.408458157,4.630804356,10.78907011,3.711997733,7.162682358,5.342083216,3.098079484,6.699023156,4.887634239,3.537863796,7.463117092,7.696181181,3.449247909,9.286170239,3.907547466,4.101277952,3.280150712,6.567482658,6.497910661,4.287846358,4.201588068,3.747399111,3.247176967,4.277428168,5.182771683,5.967635248,3.239994832,4.866683726,6.657091833,6.622218757,5.275487001,4.933812558,3.605171462,4.313852343
201,3.614985888,5.379606155,3.048540587,5.376994415,4.469547052,3.785403077,8.259345309,5.99068759,5.794304802,4.044087728,3.929644355,7.207483275,8.184698011,3.016154866,3.735437338,4.32859851,6.47787608,4.035564478,4.051845685,6.066940248,7.765824801,5.522299799,5.249130818,6.215852895,6.322121115,7.464816434,5.094653917,6.176245905,6.51445149,4.767604276,4.024049363,4.552507283,4.962565628,10.00121523,2.955464208,3.640426221,4.386174443,4.576533938,4.319374301,6.149060188,5.624512469,3.599743644,6.130747762,4.155320863,4.577633507,4.990927827,4.152178368,8.269116118,6.353761599,4.931673972,4.546269816,4.390459732,5.993789601,3.849123202,6.454232639,5.707952118,5.666408338,5.553563324,8.204696505,6.146832623,3.865934377,5.361662452,3.137169401,5.924768566,11.51429424,4.133870463,5.145344007,3.646012368,5.821337532,3.672504007,6.351468494,5.369195684,5.556890265,3.72935199,5.419187143,3.217447908,6.06276605,5.172116917,9.525209536,4.745913699,4.244129632,6.124499521,4.769380449,9.360977788,7.024948059,5.82839462,4.157766486,4.124725105,4.109275282,3.975485209,5.357268885,5.298129429,8.958188413,8.176954398,7.16059884,7.451685148,8.341678433,3.596109207,3.695490946,4.261210151,4.383213315,7.060867415,6.382738131,5.475684703,6.563272976,6.871750076,3.204501594,3.50393938,4.145318661,4.785546058,3.515186092,3.740101589,3.544516543,5.914008955,5.405721108,3.783474288,5.073254268,3.335545193,3.946879867,5.233196745,3.768732041,8.748276192,4.619656588,4.706840715,3.359933164,3.957433318,8.273784219,3.934777429,5.578523224,4.927146792,3.669491939,6.359807056,5.92216498,6.219286858,3.577340309,4.468851962,5.302391679,6.423827871,5.64483866,3.245431861,7.411410516,4.558875165,5.132412339,9.511808984,3.419135952,4.482223019,4.057556999,5.604245541,6.275349454,6.699533164,6.294868768,5.861941072,4.150231961,7.563261337,3.754437067,8.533937791,3.773685548,6.003559945,3.181507467,4.166740498,3.717120063,5.314227523,4.520812281,2.991316485,4.269802847,5.435120463,5.88351951,4.696536841,10.48120361,3.803244091,4.018372203,4.870980786,3.052435382,6.830297882,4.902847241,3.486299719,5.921863632,6.528585621,3.497356792,6.164763945,4.382350271,3.963268471,3.279355957,6.669719428,6.155105727,4.563635375,4.161213245,3.77623723,3.564518762,4.495928079,4.712981898,4.517025229,3.683164578,4.629566514,7.833573728,6.260273508,5.639874241,4.981211882,3.679554085,3.805484308
